year,crop_id,plot_type,season,production,planting_cost,demand,price,normal_sales,excess_sales,normal_revenue,excess_revenue,profit
2024,17,智慧大棚,第一季,2072.935185511299,1573.619192684143,2072.935185511299,8.24,2072.935185511299,0.0,17080.985928613107,0.0,15507.366735928965
2024,17,智慧大棚,第二季,0.0,0.0,0.0,9.888000000000002,0.0,0.0,0.0,0.0,0.0
2024,17,水浇地,第一季,28790.766465434706,21855.82212061309,28790.766465434706,8.24,28790.766465434706,0.0,237235.91567518198,0.0,215380.09355456888
2024,18,普通大棚,第一季,2780.520403457019,1571.7300913918118,2780.5204034570193,6.952500000000001,2780.520403457019,0.0,19331.568105034923,0.0,17759.83801364311
2024,18,智慧大棚,第一季,0.0,0.0,0.0,6.952500000000001,0.0,0.0,0.0,0.0,0.0
2024,18,智慧大棚,第二季,0.0,0.0,0.0,8.343,0.0,0.0,0.0,0.0,0.0
2024,18,水浇地,第一季,23171.003362141826,13097.750761598432,23171.003362141826,6.952500000000001,23171.003362141826,0.0,161096.40087529106,0.0,147998.65011369262
2024,19,普通大棚,第一季,4136.388096229822,3106.5331229349085,4136.388096229822,6.695,4136.388096229822,0.0,27693.118304258656,0.0,24586.585181323746
2024,19,智慧大棚,第一季,2068.194048114911,1553.2665614674543,2068.194048114911,6.695,2068.194048114911,0.0,13846.559152129328,0.0,12293.292590661873
2024,19,智慧大棚,第二季,0.0,0.0,0.0,8.034,0.0,0.0,0.0,0.0,0.0
2024,19,水浇地,第一季,0.0,0.0,0.0,6.695,0.0,0.0,0.0,0.0,0.0
2024,20,普通大棚,第一季,0.0,0.0,0.0,3.8625000000000003,0.0,0.0,0.0,0.0,0.0
2024,20,智慧大棚,第一季,0.0,0.0,0.0,3.8625000000000003,0.0,0.0,0.0,0.0,0.0
2024,20,智慧大棚,第二季,0.0,0.0,0.0,4.635,0.0,0.0,0.0,0.0,0.0
2024,20,水浇地,第一季,27559.63871869509,31151.497647824668,28874.922866240224,3.8625000000000003,27559.63871869509,0.0,106449.10455095979,0.0,75297.60690313512
2024,21,普通大棚,第一季,1724.8147444758888,1566.5969293133255,1724.8147444758888,6.4375,1724.8147444758888,0.0,11103.494917563534,0.0,9536.897988250208
2024,21,智慧大棚,第一季,0.0,0.0,0.0,6.4375,0.0,0.0,0.0,0.0,0.0
2024,21,智慧大棚,第二季,776.16663501415,861.628311122329,776.16663501415,7.7250000000000005,776.16663501415,0.0,5995.887255484309,0.0,5134.25894436198
2024,21,水浇地,第一季,32196.541896883256,30461.606958870212,32196.541896883256,6.4375,32196.541896883256,0.0,207265.23846118597,0.0,176803.63150231575
2024,22,普通大棚,第一季,4637.077759706204,1593.4794360416163,4637.077759706204,5.665,4637.077759706204,0.0,26269.045508735646,0.0,24675.56607269403
2024,22,智慧大棚,第一季,0.0,0.0,0.0,5.665,0.0,0.0,0.0,0.0,0.0
2024,22,智慧大棚,第二季,2086.6849918677917,876.4136898228888,2086.6849918677917,6.798,2086.6849918677917,0.0,14185.284574717249,0.0,13308.87088489436
2024,22,水浇地,第一季,37096.622077649634,13278.995300346802,37096.622077649634,5.665,37096.622077649634,0.0,210152.36406988517,0.0,196873.36876953836
2024,23,普通大棚,第一季,0.0,0.0,0.0,5.9225,0.0,0.0,0.0,0.0,0.0
2024,23,智慧大棚,第一季,0.0,0.0,0.0,5.9225,0.0,0.0,0.0,0.0,0.0
2024,23,智慧大棚,第二季,865.6912390752562,991.8411271699896,865.6912390752564,7.107,865.6912390752562,0.0,6152.467636107846,0.0,5160.626508937857
2024,23,水浇地,第一季,0.0,0.0,0.0,5.9225,0.0,0.0,0.0,0.0,0.0
2024,24,普通大棚,第一季,1732.9160776603444,1305.1001454882821,1732.9160776603444,5.4075,1732.9160776603444,0.0,9370.743689948313,0.0,8065.64354446003
2024,24,智慧大棚,第一季,0.0,0.0,0.0,5.4075,0.0,0.0,0.0,0.0,0.0
2024,24,智慧大棚,第二季,528.3798004251526,486.3654196834534,779.8122349471549,7.004,528.3798004251526,0.0,3700.7721221777683,0.0,3214.406702494315
2024,24,水浇地,第一季,0.0,0.0,0.0,5.4075,0.0,0.0,0.0,0.0,0.0
2024,25,普通大棚,第一季,2315.181503179082,1990.7691664549036,2315.181503179082,5.665,2315.181503179082,0.0,13115.5032155095,0.0,11124.734049054596
2024,25,智慧大棚,第一季,786.8982971961661,676.6350132993531,1157.590751589541,5.665,786.8982971961661,0.0,4457.778853616282,0.0,3781.1438403169286
2024,25,智慧大棚,第二季,0.0,0.0,0.0,6.798,0.0,0.0,0.0,0.0,0.0
2024,25,水浇地,第一季,0.0,0.0,0.0,5.665,0.0,0.0,0.0,0.0,0.0
2024,26,普通大棚,第一季,2596.8977547796367,2326.217878437648,2596.8977547796367,6.695,2596.8977547796367,0.0,17386.23046824967,0.0,15060.01258981202
2024,26,智慧大棚,第一季,1298.4488773898183,1163.1089392188242,1298.4488773898183,6.695,1298.4488773898183,0.0,8693.115234124834,0.0,7530.00629490601
2024,26,智慧大棚,第二季,0.0,0.0,0.0,8.034,0.0,0.0,0.0,0.0,0.0
2024,26,水浇地,第一季,0.0,0.0,0.0,6.695,0.0,0.0,0.0,0.0,0.0
2024,27,普通大棚,第一季,4308.724199141666,1979.1594979109063,4308.724199141666,5.15,4308.724199141666,0.0,22189.92962557958,0.0,20210.770127668675
2024,27,智慧大棚,第一季,0.0,0.0,0.0,5.15,0.0,0.0,0.0,0.0,0.0
2024,27,智慧大棚,第二季,0.0,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0
2024,27,水浇地,第一季,0.0,0.0,0.0,5.15,0.0,0.0,0.0,0.0,0.0
2024,28,普通大棚,第一季,2303.6014444831126,1317.3945869489016,2303.6014444831126,5.9225,2303.6014444831126,0.0,13643.079554951235,0.0,12325.684968002333
2024,28,智慧大棚,第一季,0.0,0.0,0.0,5.9225,0.0,0.0,0.0,0.0,0.0
2024,28,智慧大棚,第二季,1036.6206500174007,724.567022821896,1036.6206500174007,7.107,1036.6206500174007,0.0,7367.262959673667,0.0,6642.695936851771
2024,28,水浇地,第一季,30714.685926441503,17565.261159318692,30714.685926441503,5.9225,30714.685926441503,0.0,181907.72739934982,0.0,164342.46624003112
2024,29,普通大棚,第一季,8614.969859376015,2292.1697612460616,8614.969859376015,7.21,8614.969859376015,0.0,62113.93268610107,0.0,59821.76292485501
2024,29,智慧大棚,第一季,0.0,0.0,0.0,7.21,0.0,0.0,0.0,0.0,0.0
2024,29,智慧大棚,第二季,3876.7364367192076,1260.6933686853342,3876.736436719207,8.652000000000001,3876.736436719207,4.547473508864641e-13,33541.523650494586,0.0,32280.830281809252
2024,29,水浇地,第一季,0.0,0.0,0.0,7.21,0.0,0.0,0.0,0.0,0.0
2024,30,普通大棚,第一季,1433.0694659311514,646.2527878465281,1433.0694659311514,5.4075,1433.0694659311514,0.0,7749.3231370227,0.0,7103.070349176172
2024,30,智慧大棚,第一季,0.0,0.0,0.0,5.4075,0.0,0.0,0.0,0.0,0.0
2024,30,智慧大棚,第二季,1289.7625193380363,710.8780666311809,1289.7625193380363,6.489000000000001,1289.7625193380363,0.0,8369.268987984518,0.0,7658.390921353337
2024,30,水浇地,第一季,0.0,0.0,0.0,5.4075,0.0,0.0,0.0,0.0,0.0
2024,31,普通大棚,第一季,423.2102852619015,288.8469035316868,1153.2521451311968,7.4675,423.2102852619015,0.0,3160.3228051932497,0.0,2871.475901661563
2024,31,智慧大棚,第一季,0.0,0.0,0.0,7.4675,0.0,0.0,0.0,0.0,0.0
2024,31,智慧大棚,第二季,0.0,0.0,0.0,8.961,0.0,0.0,0.0,0.0,0.0
2024,31,水浇地,第一季,0.0,0.0,0.0,7.4675,0.0,0.0,0.0,0.0,0.0
2024,32,普通大棚,第一季,0.0,0.0,0.0,4.635,0.0,0.0,0.0,0.0,0.0
2024,32,智慧大棚,第一季,3471.34276319735,1647.064382039153,3471.3427631973495,4.635,3471.3427631973495,4.547473508864641e-13,16089.673707419714,0.0,14442.609325380561
2024,32,智慧大棚,第二季,0.0,0.0,0.0,5.562,0.0,0.0,0.0,0.0,0.0
2024,32,水浇地,第一季,0.0,0.0,0.0,4.635,0.0,0.0,0.0,0.0,0.0
2024,33,普通大棚,第一季,0.0,0.0,0.0,4.635,0.0,0.0,0.0,0.0,0.0
2024,33,智慧大棚,第一季,1725.5279645734138,824.6405378810315,1725.5279645734138,4.635,1725.5279645734138,0.0,7997.822115797772,0.0,7173.181577916741
2024,33,智慧大棚,第二季,0.0,0.0,0.0,5.562,0.0,0.0,0.0,0.0,0.0
2024,33,水浇地,第一季,0.0,0.0,0.0,4.635,0.0,0.0,0.0,0.0,0.0
2024,34,普通大棚,第一季,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0
2024,34,智慧大棚,第一季,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0
2024,34,智慧大棚,第二季,1726.3162261270227,396.04079244025195,1726.3162261270227,4.944,1726.3162261270227,0.0,8534.907421972,0.0,8138.866629531749
2024,34,水浇地,第一季,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0
2024,35,水浇地,第二季,144090.1215663645,66045.45699211591,144090.1215663645,2.575,144090.1215663645,0.0,371032.06303338864,0.0,304986.60604127275
2024,36,水浇地,第二季,95851.04602757952,13632.58915858364,95851.04602757952,2.575,95851.04602757952,0.0,246816.44352101727,0.0,233183.85436243363
2024,37,水浇地,第二季,32113.345274243184,6081.04659338738,34569.62780887917,3.3475,32113.345274243184,0.0,107499.42330552907,0.0,101418.37671214169
2024,38,普通大棚,第二季,8628.999051115496,5928.121931458479,8628.999051115496,54.625,8628.999051115496,0.0,471359.07316718396,0.0,465430.9512357255
2024,39,普通大棚,第二季,5060.846257956844,2899.579637342533,6936.703584262636,18.05,5060.846257956844,0.0,91348.27495612104,0.0,88448.69531877851
2024,40,普通大棚,第二季,17375.12821101633,19971.8684875217,17375.128211016327,15.2,17375.128211016327,3.637978807091713e-12,264101.94880744815,0.0,244130.08031992643
2024,41,普通大棚,第二季,4070.6581448263437,46569.82688757071,4070.6581448263437,95.0,4070.6581448263437,0.0,386712.5237585027,0.0,340142.69687093195
2025,1,山坡地,单季,14771.858133345993,19845.0,4989.502253777434,3.25,4989.502253777434,9782.35587956856,16215.88232477666,0.0,-3629.1176752233405
2025,1,平旱地,单季,40121.09616464344,48510.0,26610.67868681298,3.25,26610.67868681298,13510.417477830459,86484.70573214217,0.0,37974.705732142174
2025,1,梯田,单季,29799.03233319426,37926.0,21066.787293726942,3.25,21066.787293726942,8732.245039467318,68467.05870461256,0.0,30541.05870461256
2025,2,山坡地,单季,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0
2025,2,平旱地,单季,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0
2025,2,梯田,单季,0.0,0.0,20088.98506025458,7.5,0.0,0.0,0.0,0.0,0.0
2025,3,山坡地,单季,4942.486412429969,5788.125,6635.279872054328,8.25,4942.486412429969,0.0,40775.51290254725,0.0,34987.38790254725
2025,3,平旱地,单季,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0
2025,3,梯田,单季,14007.813063225803,15541.096567447015,14007.813063225803,8.25,14007.813063225803,0.0,115564.45777161288,0.0,100023.36120416586
2025,4,山坡地,单季,3786.044951819703,5016.375,0.0,7.0,0.0,3786.044951819703,0.0,0.0,-5016.375
2025,4,平旱地,单季,37213.2623469458,44375.625,21912.228685298705,7.0,21912.228685298705,15301.033661647092,153385.60079709094,0.0,109009.97579709094
2025,4,梯田,单季,0.0,0.0,8507.100548410086,7.0,0.0,0.0,0.0,0.0,0.0
2025,5,山坡地,单季,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0
2025,5,平旱地,单季,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0
2025,5,梯田,单季,27044.70778002437,28940.625,9149.538799959253,6.75,9149.538799959253,17895.16898006512,61759.38689972496,0.0,32818.76189972496
2025,6,山坡地,单季,9925.665452031508,7441.875,21626.027790429518,3.5,9925.665452031508,0.0,34739.82908211028,0.0,27297.95408211028
2025,6,平旱地,单季,49995.944499121666,33736.5,71196.79931005603,3.5,49995.944499121666,0.0,174985.80574692582,0.0,141249.30574692582
2025,6,梯田,单季,60068.65684673882,42666.75,97228.12905779526,3.5,60068.65684673882,0.0,210240.29896358587,0.0,167573.54896358587
2025,7,山坡地,单季,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2025,7,平旱地,单季,65783.74804001606,39690.0,100196.77878937965,3.0,65783.74804001606,0.0,197351.24412004818,0.0,157661.24412004818
2025,7,梯田,单季,8514.136040596648,5407.287546329618,47593.46992495533,3.0,8514.136040596648,0.0,25542.408121789944,0.0,20135.120575460325
2025,8,山坡地,单季,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0
2025,8,平旱地,单季,-5.2294717919737354e-12,-5.640288236463676e-12,20302.595498003288,6.75,-5.2294717919737354e-12,0.0,-3.5298934595822714e-11,0.0,-2.965864635935904e-11
2025,8,梯田,单季,22277.754375086544,25292.472102054504,45588.55534551647,6.75,22277.754375086544,0.0,150374.84203183418,0.0,125082.36992977967
2025,9,山坡地,单季,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2025,9,平旱地,单季,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2025,9,梯田,单季,27657.185088899718,22083.26381573055,27657.185088899718,6.0,27657.185088899718,0.0,165943.1105333983,0.0,143859.84671766777
2025,10,山坡地,单季,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0
2025,10,平旱地,单季,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0
2025,10,梯田,单季,11589.59883370943,9998.252966642676,11589.59883370943,7.5,11589.59883370943,0.0,86921.99125282072,0.0,76923.73828617805
2025,11,山坡地,单季,1389.5734253056992,5841.319284755016,1389.5734253056983,40.0,1389.5734253056983,9.094947017729282e-13,55582.93701222793,0.0,49741.61772747291
2025,11,平旱地,单季,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
2025,11,梯田,单季,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
2025,12,山坡地,单季,0.0,0.0,32295.213748519578,1.5,0.0,0.0,0.0,0.0,0.0
2025,12,平旱地,单季,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
2025,12,梯田,单季,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
2025,13,山坡地,单季,0.0,0.0,33437.39527304408,3.25,0.0,0.0,0.0,0.0,0.0
2025,13,平旱地,单季,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0
2025,13,梯田,单季,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0
2025,14,山坡地,单季,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0
2025,14,平旱地,单季,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0
2025,14,梯田,单季,0.0,0.0,12931.991488940046,5.5,0.0,0.0,0.0,0.0,0.0
2025,15,山坡地,单季,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0
2025,15,平旱地,单季,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0
2025,15,梯田,单季,0.0,0.0,9262.673438181779,3.5,0.0,0.0,0.0,0.0,0.0
2025,16,水浇地,单季,4636.114856592496,7497.0,19422.634930036373,7.0,4636.114856592496,0.0,32452.80399614747,0.0,24955.80399614747
2025,17,普通大棚,第一季,3970.43501266346,3128.90995237312,3970.4350126634604,8.4872,3970.43501266346,0.0,33697.87603947731,0.0,30568.966087104192
2025,17,智慧大棚,第一季,1985.2175063317302,1564.4549761865603,1985.2175063317302,8.4872,1985.2175063317302,0.0,16848.93801973866,0.0,15284.4830435521
2025,17,智慧大棚,第二季,0.0,0.0,0.0,10.184640000000002,0.0,0.0,0.0,0.0,0.0
2025,17,水浇地,第一季,27572.46536571847,21728.541335924445,27572.465365718475,8.4872,27572.46536571847,0.0,234013.0280519258,0.0,212284.48671600135
2025,18,普通大棚,第一季,2662.698837687289,1587.5478451917354,2662.698837687289,7.161074999999999,2662.698837687289,0.0,19067.786079091504,0.0,17480.238233899767
2025,18,智慧大棚,第一季,0.0,0.0,0.0,7.161074999999999,0.0,0.0,0.0,0.0,0.0
2025,18,智慧大棚,第二季,0.0,0.0,0.0,8.59329,0.0,0.0,0.0,0.0,0.0
2025,18,水浇地,第一季,109098.72145019844,65046.57518905511,22189.15698072741,7.161074999999999,22189.15698072741,86909.56446947104,158898.21732576253,0.0,93851.6421367074
2025,19,普通大棚,第一季,4039.8249920422772,3230.0529661651167,4039.8249920422777,6.895849999999999,4039.8249920422772,0.0,27858.027171374735,0.0,24627.97420520962
2025,19,智慧大棚,第一季,2019.912496021139,1615.0264830825586,2019.9124960211388,6.895849999999999,2019.9124960211388,2.2737367544323206e-13,13929.01358568737,0.0,12313.987102604811
2025,19,智慧大棚,第二季,0.0,0.0,0.0,8.27502,0.0,0.0,0.0,0.0,0.0
2025,19,水浇地,第一季,0.0,0.0,0.0,6.895849999999999,0.0,0.0,0.0,0.0,0.0
2025,20,普通大棚,第一季,0.0,0.0,0.0,3.9783749999999998,0.0,0.0,0.0,0.0,0.0
2025,20,智慧大棚,第一季,0.0,0.0,0.0,3.9783749999999998,0.0,0.0,0.0,0.0,0.0
2025,20,智慧大棚,第二季,0.0,0.0,0.0,4.77405,0.0,0.0,0.0,0.0,0.0
2025,20,水浇地,第一季,0.0,0.0,27734.015372691243,3.9783749999999998,0.0,0.0,0.0,0.0,0.0
2025,21,普通大棚,第一季,1654.9068095266896,1592.858329693885,1654.9068095266896,6.630624999999999,1654.9068095266896,0.0,10973.066463917905,0.0,9380.20813422402
2025,21,智慧大棚,第一季,0.0,0.0,0.0,6.630624999999999,0.0,0.0,0.0,0.0,0.0
2025,21,智慧大棚,第二季,744.7080642870103,876.0720813316367,744.7080642870103,7.9567499999999995,744.7080642870103,0.0,5925.455890515669,0.0,5049.3838091840325
2025,21,水浇地,第一季,30891.59377783154,30972.245299603313,30891.59377783154,6.630624999999999,30891.59377783154,0.0,204830.57399313423,0.0,173858.3286935309
2025,22,普通大棚,第一季,4426.611802648392,1605.356837892546,4426.611802648392,5.83495,4426.611802648392,0.0,25829.058537863235,0.0,24223.70169997069
2025,22,智慧大棚,第一季,0.0,0.0,0.0,5.83495,0.0,0.0,0.0,0.0,0.0
2025,22,智慧大棚,第二季,1991.9753111917762,882.9462608409001,1991.9753111917762,7.001939999999999,1991.9753111917762,0.0,13947.691610446143,0.0,13064.745349605244
2025,22,水浇地,第一季,35412.89442118713,13377.973649104548,35412.894421187135,5.83495,35412.89442118713,0.0,206632.46830290582,0.0,193254.49465380126
2025,23,普通大棚,第一季,0.0,0.0,0.0,6.100175,0.0,0.0,0.0,0.0,0.0
2025,23,智慧大棚,第一季,0.0,0.0,0.0,6.100175,0.0,0.0,0.0,0.0,0.0
2025,23,智慧大棚,第二季,839.6732768168132,1008.1616362039916,839.6732768168132,7.32021,839.6732768168132,0.0,6146.584717687205,0.0,5138.4230814832135
2025,23,水浇地,第一季,0.0,0.0,0.0,6.100175,0.0,0.0,0.0,0.0,0.0
2025,24,普通大棚,第一季,1654.6462184680158,1309.4561056217467,1654.6462184680158,5.569725,1654.6462184680158,0.0,9215.924409156769,0.0,7906.468303535023
2025,24,智慧大棚,第一季,0.0,0.0,0.0,5.569725,0.0,0.0,0.0,0.0,0.0
2025,24,智慧大棚,第二季,742.5423435571381,718.2195028636146,744.590798310607,7.214119999999999,742.5423435571381,0.0,5356.789571502421,0.0,4638.570068638806
2025,24,水浇地,第一季,0.0,0.0,0.0,5.569725,0.0,0.0,0.0,0.0,0.0
2025,25,普通大棚,第一季,2191.147357151632,1975.930751575652,2191.147357151632,5.83495,2191.147357151632,0.0,12785.235271611917,0.0,10809.304520036265
2025,25,智慧大棚,第一季,1095.573678575816,987.965375787826,1095.573678575816,5.83495,1095.573678575816,0.0,6392.617635805958,0.0,5404.652260018132
2025,25,智慧大棚,第二季,0.0,0.0,0.0,7.001939999999999,0.0,0.0,0.0,0.0,0.0
2025,25,水浇地,第一季,0.0,0.0,0.0,5.83495,0.0,0.0,0.0,0.0,0.0
2025,26,普通大棚,第一季,2495.2686254819037,2299.90479714857,2495.2686254819037,6.895849999999999,2495.2686254819037,0.0,17206.998151029384,0.0,14907.093353880813
2025,26,智慧大棚,第一季,1247.6343127409518,1149.952398574285,1247.6343127409518,6.895849999999999,1247.6343127409518,0.0,8603.499075514692,0.0,7453.5466769404065
2025,26,智慧大棚,第二季,0.0,0.0,0.0,8.27502,0.0,0.0,0.0,0.0,0.0
2025,26,水浇地,第一季,0.0,0.0,0.0,6.895849999999999,0.0,0.0,0.0,0.0,0.0
2025,27,普通大棚,第一季,4140.173514015639,1987.7734260958389,4140.173514015638,5.3045,4140.173514015638,9.094947017729282e-13,21961.55040509595,0.0,19973.77697900011
2025,27,智慧大棚,第一季,0.0,0.0,0.0,5.3045,0.0,0.0,0.0,0.0,0.0
2025,27,智慧大棚,第二季,0.0,0.0,0.0,6.365399999999999,0.0,0.0,0.0,0.0,0.0
2025,27,水浇地,第一季,0.0,0.0,0.0,5.3045,0.0,0.0,0.0,0.0,0.0
2025,28,普通大棚,第一季,2208.9796523459845,1327.3853602354488,2208.9796523459845,6.100175,2208.9796523459845,0.0,13475.162450749667,0.0,12147.777090514219
2025,28,智慧大棚,第一季,0.0,0.0,0.0,6.100175,0.0,0.0,0.0,0.0,0.0
2025,28,智慧大棚,第二季,994.0408435556928,730.0619481294965,994.0408435556928,7.32021,994.0408435556928,0.0,7276.5877234048185,0.0,6546.525775275322
2025,28,水浇地,第一季,29453.062031279787,17698.47146980598,29453.062031279787,6.100175,29453.062031279787,0.0,179668.8326766622,0.0,161970.3612068562
2025,29,普通大棚,第一季,8271.593379411048,2314.5142190476463,8271.593379411048,7.4262999999999995,8271.593379411048,0.0,61427.33391352026,0.0,59112.819694472615
