supplier_id,material_type,capacity_product_equivalent_m3_per_week,service_probability,stability_index,fulfilment_ratio_capped,capacity_normalized,service_normalized,stability_normalized,fulfilment_normalized
S040,B,201.42045454545453,1.0,0.6416644976263031,0.9859394313967862,0.07208089993517841,1.0,0.6006029959698774,0.9859293308973346
S041,C,1.5905017921146951,0.45161290322580644,0.6176966877600591,0.3497536945812808,0.00041370946633388514,0.4344758064516128,0.5738887257110562,0.34928658598584567
S042,A,4.107142857142858,0.44642857142857145,0.437206826098823,0.45695364238410596,0.0013162798371116695,0.42912946428571425,0.37271661318581845,0.4565635415573142
S043,A,0.9558823529411764,0.2647058823529412,0.6326085030489308,0.11174785100286533,0.0001861089910506836,0.2417279411764706,0.5905092791074508,0.11110976938632604
S044,C,2.450980392156863,0.8235294117647058,0.669158957020971,1.0,0.0007223122702373957,0.8180147058823529,0.6312480329168622,1.0
S045,B,0.5728011825572801,0.24390243902439024,0.5327874433232992,0.2108843537414966,4.872042229683479e-05,0.2202743902439024,0.47924976971071837,0.21031748746622828
S046,A,2.064989517819707,0.8805031446540881,0.6941964679160323,0.8873873873873874,0.0005838801626919244,0.8767688679245284,0.659154580757133,0.8873064913963339
S047,B,1.1235955056179776,0.3146067415730337,0.620023973921808,0.00746606334841629,0.00024625778401894807,0.293188202247191,0.576482694531801,0.006753070242254048
S048,B,1.9696969696969697,0.52,0.5647757899442131,0.6989247311827957,0.000549704359202627,0.505,0.5149036463699905,0.698708451836392
S049,A,1.4728682170542637,0.4418604651162791,0.6222864504441004,0.7169811320754716,0.0003715212572429627,0.4244186046511628,0.5790044272060858,0.7167778236602201
S050,B,3.125,0.90625,0.5981533453488753,1.0,0.0009640432567559954,0.9033203125,0.5521059206134428,1.0
S051,A,0.7923497267759563,0.2459016393442623,0.5906343569221701,0.009154040404040404,0.00012745950579699054,0.22233606557377047,0.5437253347349288,0.00844225986700006
S052,A,2.0000000000000004,0.5555555555555556,0.615911621788925,0.8571428571428571,0.0005605722647122238,0.5416666666666667,0.571899109845075,0.8570402347999206
S053,A,4.139784946236559,1.0,0.578249624040907,1.0,0.0013279866247285733,1.0,0.5299214409657556,1.0
S054,B,4.850833920601362,0.875968992248062,0.45398119951478366,0.826,0.0015829978559096167,0.872093023255814,0.39141315439492913,0.8258750059863033
S055,B,151.7739898989899,1.0,0.3448631596799951,0.747659772974654,0.0542756480752894,1.0,0.26979132818189483,0.7474785027574528
S056,A,1.0606060606060606,0.38636363636363635,0.6036463302605233,0.509090909090909,0.0002236671939147305,0.3671875,0.5582283441588689,0.5087382614033636
S057,B,1.3061650992685476,0.3793103448275862,0.5911337066111516,0.4132231404958678,0.0003117347040787026,0.3599137931034483,0.5442819046768448,0.4128016255831451
S058,B,0.6778309409888356,0.2631578947368421,0.6173813831545137,0.09523809523809523,8.638838747772138e-05,0.2401315789473684,0.5735372904946808,0.09458815373283071
S059,C,0.6660997732426304,0.47959183673469385,1.0,0.05919395465994962,8.218111113248289e-05,0.4633290816326531,1.0,0.05851812061559826
S060,C,4.777777777777778,0.4,0.7592051635776357,0.9662921348314607,0.0015567969364252408,0.38125000000000003,0.7316125931816821,0.9662679205707678
S061,C,1.7412935323383085,0.44776119402985076,0.5845542144852908,0.06287425149700598,0.0004677895490183545,0.43050373134328357,0.5369484715514602,0.06220106121744346
S062,A,7.352941176470589,0.29411764705882354,0.5237762703900555,0.9868421052631579,0.002480355808554485,0.27205882352941174,0.46920601058416234,0.9868326532052558
S063,C,0.5411255411255411,0.2727272727272727,0.6435938593348004,0.03177966101694915,3.736024232164677e-05,0.24999999999999997,0.6027534423559034,0.03108413373929263
S064,A,4.9378109452736325,0.9402985074626866,0.6416537229056385,0.03173714925253817,0.0016141913727358715,0.9384328358208955,0.60059098657889,0.031041591436283586
S065,A,3.579545454545455,0.7272727272727273,0.3923413157142108,0.875,0.0011270618393999438,0.71875,0.32270998444488747,0.8749102054499306
S066,A,4.58628841607565,0.9361702127659575,0.6378909894308848,0.412327311370882,0.0014881210228858753,0.9341755319148937,0.5963970831927465,0.4119051529335736
S067,C,1.9148586456278764,1.0,0.6951768110535909,1.0,0.0005300370943011382,1.0,0.6602472609673513,1.0
S068,C,0.8454106280193238,0.2318840579710145,0.4569193786958505,0.14583333333333334,0.00014648931420889995,0.2078804347826087,0.39468801818723614,0.14521973724119214
S069,B,2.6128633271490416,0.7142857142857143,0.5139268934130611,0.45308310991957107,0.000780370108794064,0.7053571428571429,0.4582279979950765,0.45269022867100983
S070,C,1.8253968253968254,0.7428571428571429,0.5985336141840041,0.4946236559139785,0.0004979524282045482,0.7348214285714286,0.552529764280817,0.49426061558251494
S071,A,4.421296296296297,0.16666666666666666,0.6529392260719474,0.5823170731707317,0.0014289481035554036,0.14062499999999997,0.6131696904018109,0.5820170279668411
S072,A,1.1382113821138211,0.4146341463414634,0.6036463302605233,0.26666666666666666,0.0002514996348539412,0.3963414634146341,0.5582283441588689,0.26613987197292593
S073,B,2.108036890645586,0.7391304347826086,0.5517241379310345,1.0,0.0005993187104420894,0.7309782608695652,0.5003564115099877,1.0
S074,C,99.05130540376443,0.9344262295081968,0.29744808398081213,0.399871315644341,0.035367138016178815,0.9323770491803279,0.21694298060073364,0.3994402093627771
S075,A,4.850746268656717,0.9328358208955224,0.5236137025252161,1.0,0.0015829664203388964,0.9307369402985075,0.46902481414189434,1.0
S076,C,2.59812050856827,0.9800995024875622,0.672396478521854,1.0,0.0007750827313377926,0.9794776119402985,0.6348565405287797,1.0
S077,B,3.3437826541274815,0.20689655172413793,0.38045208825597326,0.48120300751879697,0.0010425076607584705,0.18211206896551724,0.3094583758389931,0.4808303263786591
S078,A,133.22429906542055,0.9439252336448598,0.4874202406190198,0.8437407517016869,0.047622970597311194,0.9421728971962616,0.4286839599562046,0.8436285018705258
S079,B,1.8648018648018647,0.46153846153846156,0.6040450978957242,0.23616236162361623,0.0005120846862847928,0.4447115384615385,0.5586728063953721,0.23561365396710332
S080,C,111.3252314814815,1.0,0.5859463440057436,1.0,0.039769069688044084,1.0,0.5385001245582307,1.0
S081,B,2.3949169110459434,0.7419354838709677,0.4526757400769435,1.0,0.0007022056139340626,0.7338709677419355,0.38995810295597777,1.0
S082,A,1.3425925925925928,0.375,0.5529980314085748,0.58,0.0003247990924068096,0.35546875,0.5017762798596567,0.5796982903117667
S083,A,1.4583333333333335,0.4375,0.5947477314440724,0.012727272727272728,0.00036630845372818526,0.419921875,0.5483100589657652,0.01201805904454245
S084,C,1.3693270735524257,0.2535211267605634,0.5897061766898506,0.12727272727272726,0.0003343871702331555,0.23019366197183097,0.5426907947534513,0.12664579805042425
S085,C,1.1408730158730158,0.4107142857142857,0.5084293613752763,0.46,0.00025245420553241183,0.39229910714285715,0.45210050627040493,0.45961208754370003
S086,C,119.27830940988835,0.9856459330143541,0.24740619929858876,0.5956197112991538,0.04262136856944474,0.9851973684210527,0.1611668191941602,0.5953292221305071
S087,A,2.807017543859649,0.7105263157894737,0.5617980689318807,0.7441860465116279,0.0008500017482835842,0.7014802631578947,0.5115847096660219,0.7440022809207881
S088,B,4.2087542087542085,0.9084967320261438,0.6076975322350426,0.740418118466899,0.0013527218218561496,0.9056372549019608,0.5627437715184962,0.7402316461608315
S089,A,5.465116279069767,0.5813953488372093,0.4609258543403914,0.5529411764705883,0.0018033046226351593,0.5683139534883721,0.39915359404714784,0.5526200289032811
S090,C,4.683462532299742,0.6744186046511628,0.43571398685222035,0.5918367346938775,0.0015229716336182407,0.6642441860465116,0.3710527101713471,0.5915435279997733
S091,A,2.33974358974359,0.5576923076923077,0.5559383705354747,0.5793650793650794,0.000682418205329431,0.5438701923076923,0.5050535511050038,0.5790629135775441
S092,B,4.638694638694638,0.9692307692307692,0.6385461191457649,1.0,0.0015069160367786306,0.9682692307692308,0.5971272839226238,1.0
S093,A,1.016949152542373,0.2033898305084746,0.6103945037741196,0.029654036243822075,0.00020801004190937962,0.1784957627118644,0.5657497877952159,0.0289569820100046
S094,C,1.116557734204793,0.47058823529411764,0.5931307740956526,0.16872427983539096,0.0002437337514732993,0.4540441176470588,0.5465078152128426,0.16812712760118428
S095,B,0.6828851899274435,0.18309859154929578,0.5689019224980344,0.29357798165137616,8.820104777398479e-05,0.15757042253521128,0.5195025905698002,0.29307051887300206
S096,A,2.2530864197530867,0.5185185185185185,0.5587641196066586,0.003987763574784224,0.0006513394014682985,0.5034722222222222,0.5082031014724547,0.003272271809716543
S097,A,1.418918918918919,0.40540540540540543,0.547049726243803,0.003967254408060453,0.0003521728333863114,0.3868243243243243,0.49514636112112986,0.0032517479101015867
S098,B,2.994055386399884,0.9856459330143541,0.6215408606169529,1.0,0.0009170811650653046,0.9851973684210527,0.5781734005809667,1.0
S099,A,2.4390243902439024,0.6097560975609756,0.6202041028867287,0.04246284501061571,0.0007180243591683296,0.5975609756097561,0.5766834643925928,0.04177499206655935
S100,C,0.6410256410256411,0.17582417582417584,0.5642541036811014,0.02857142857142857,7.318850224339366e-05,0.15006868131868134,0.5143221803161101,0.02787359663946034
S101,A,1.2785388127853883,0.3424657534246575,0.5680027101563936,0.07088607594936709,0.0003018267883330619,0.32191780821917804,0.5185003378963721,0.07021864101518006
S102,A,3.4114583333333335,0.78125,0.5211435867604947,0.21163166397415187,0.0010667789260264003,0.7744140625,0.46627164893916634,0.21106533453397236
S103,C,0.6613756613756614,0.2857142857142857,0.4478515396034525,0.011853022520742789,8.048685148671245e-05,0.26339285714285715,0.3845810995522133,0.011143180814780964
S104,A,3.587962962962963,0.3472222222222222,0.3963035068452181,0.3333333333333333,0.0011300807020414982,0.3268229166666667,0.3271262012490731,0.33285442906629625
S105,B,3.305785123966942,0.45454545454545453,0.3455560704878504,0.6779661016949152,0.0010288801930348384,0.43749999999999994,0.27056363932294636,0.6777347665828719
S106,A,3.2905982905982905,0.9487179487179487,0.6113587938974558,1.0,0.001023433573723502,0.9471153846153846,0.5668245754836394,1.0
S107,C,1.5211640211640212,0.4603174603174603,0.6255453528403447,0.04627766599597585,0.0003888421070169321,0.4434523809523809,0.582636765740405,0.045592553452991305
S108,B,1521.1489898989898,1.0,0.45085052856833324,0.887656799720017,0.545389505613014,1.0,0.3879237412937052,0.887576097263037
S109,A,1.0714285714285716,0.3392857142857143,0.5799267104721081,0.27692307692307694,0.00022754858873958648,0.3186383928571429,0.5317907039656097,0.2764036499872906
S110,C,3.8419913419913425,0.8311688311688312,0.6606078011296986,1.0,0.0012211856639026996,0.8258928571428572,0.6217170039751443,1.0
S111,B,1.2360446570972885,0.42105263157894735,0.5989118410324009,0.029245283018867925,0.00028658664686502625,0.4029605263157895,0.5529513319711318,0.028547935154555056
S112,B,11.647727272727272,0.3125,0.49540107081476564,0.6507936507936508,0.004020641681330025,0.291015625,0.43757930984126814,0.6505427961775838
S113,C,4.050925925925926,0.9545454545454546,0.5986818625816248,1.0,0.001296118147327001,0.953125,0.5526950003946538,1.0
S114,A,78.86724386724387,0.9913419913419913,0.2538121550271599,0.7495714187752863,0.028128308388078827,0.9910714285714285,0.1683068304656996,0.7493915218010815
S115,A,4.704491725768322,0.8581560283687943,0.6526306668895202,0.5031605562579013,0.001530513562107706,0.8537234042553191,0.6128257735635098,0.5028036484634408
S116,A,3.378378378378378,0.6216216216216216,0.5836682003153902,0.8620689655172413,0.001054915101810899,0.6097972972972973,0.5359609294222478,0.8619698818757854
S117,B,1.9016697588126157,0.6224489795918368,0.4498364528360932,0.037037037037037035,0.0005253070203035326,0.6106505102040817,0.3867934630861779,0.036345286429094674
S118,B,1.4285714285714286,0.4,0.5647184964468875,0.03514376996805112,0.0003556346179598315,0.38125000000000003,0.5148397876369578,0.034450659319591785
S119,A,1.0283687943262412,0.19148936170212766,0.4137816267793387,0.32954545454545453,0.00021210559230877676,0.16622340425531915,0.3466071309686379,0.32906382923144567
S120,B,1.5625,0.5,0.6229355308268697,0.75,0.0004036668789174234,0.484375,0.5797278854136471,0.7498204108998612
S121,A,4.228395061728395,0.48148148148148145,0.41942988075213494,0.7445652173913043,0.0013597658346864439,0.46527777777777773,0.3529026157860575,0.7443817241802929
S122,A,2.7037037037037037,0.6888888888888889,0.6265012950624786,1.0,0.0008129491815461878,0.6791666666666667,0.5837022489454379,1.0
S123,A,44.78472222222222,1.0,0.7258558249927077,1.0,0.01590492277077197,1.0,0.6944417691104581,1.0
S124,B,1.7171717171717171,0.4666666666666667,0.6431116037751887,0.5396825396825397,0.00045913847995598906,0.45,0.6022159253518391,0.5393518676886332
S125,B,1.258346173600411,0.2711864406779661,0.6147414621311107,0.20851063829787234,0.00029458488240955544,0.24841101694915255,0.5705948621261856,0.207942066848922
S126,C,660.2777777777777,0.91,0.2263972075464389,0.35937559058094265,0.236645894967263,0.9071875,0.13775041666658827,0.35891539393608435
S127,A,4.114583333333334,0.375,0.46419629905379234,0.32510288065843623,0.001318948296053758,0.35546875,0.40279879752747805,0.3246180639930407
S128,A,3.122065727699531,0.7183098591549296,0.45840431806967735,1.0,0.0009629909067506649,0.7095070422535211,0.39634311608611617,1.0
S129,C,10.433771209633278,0.9458128078817734,0.28832275786254447,0.6338320864505403,0.003585267408375282,0.9441194581280787,0.20677198752778642,0.633569047386164
S130,A,1.0416666666666667,0.2916666666666667,0.5874139798877975,0.17595307917888564,0.00021687475297123268,0.26953125,0.5401359361661136,0.1753611197989557
S131,B,868.1313131313132,1.0,0.7973945482525526,0.9865907117899857,0.3111906701751707,1.0,0.7741780820151304,0.9865810791419731
S132,A,2.1000000000000005,0.56,0.5521571831057535,0.84,0.0005964363528938924,0.54625,0.5008390791336162,0.8398850629759111
S133,C,3.287037037037037,0.8666666666666667,0.6195437679503143,1.0,0.0010221563626059214,0.8625,0.5759474619772216,1.0
S134,B,1.2121212121212122,0.3230769230769231,0.6179010420092176,0.10097087378640776,0.00027800672146271327,0.3019230769230769,0.5741164968203493,0.10032505045930638
S135,C,5.753968253968253,0.23809523809523808,0.5073630380690051,1.0,0.0019068987496272435,0.21428571428571427,0.45091199346318644,1.0
S136,C,1.325757575757576,0.4318181818181818,0.5692561261353593,0.049008168028004666,0.0003187613671237004,0.41406249999999994,0.5198973822402515,0.048325016958631554
S137,B,0.5952380952380952,0.2261904761904762,0.5990119348845937,0.006148686416992733,5.676721644592633e-05,0.20200892857142858,0.5530628955321599,0.005434746964679859
S138,B,3.9165237278444827,0.8930817610062893,0.6491759470889517,0.1530156366344006,0.0012479160244889714,0.8897405660377359,0.6089751789978849,0.15240719999580646
S139,B,1027.2050865800866,0.9910714285714286,0.23788439162572075,0.8543668564484551,0.3682410285587465,0.9907924107142857,0.15055391192624318,0.8542622399476518
S140,B,2080.213498622589,0.9954545454545455,0.23242747264699787,0.6278219009235029,0.7458928940140581,0.9953125,0.14447168709253375,0.6275545444038847
S141,B,4.895104895104895,0.9230769230769231,0.6266039537829148,1.0,0.0015988752372444479,0.920673076923077,0.5838166712817907,1.0
S142,B,3.9855072463768115,0.32608695652173914,0.4198989202255074,0.5084033613445378,0.0012726563344062235,0.3050271739130435,0.35342540227859287,0.5080502197526681
S143,A,574.9097222222223,1.0,0.5568468051543748,0.8754044623030559,0.20602942024384274,1.0,0.506066082832233,0.8753149583010706
S144,A,2.3333333333333335,0.15,0.5406370358314776,0.4444444444444444,0.0006801192253177857,0.12343749999999999,0.4879988434414989,0.4440453575552469
S145,A,1.4383561643835616,0.3835616438356164,0.5469586936888148,0.024676850763807285,0.0003591438242398382,0.3642979452054794,0.49504489718721695,0.02397622113694349
S146,B,2.8520499108734403,0.9037433155080213,0.276998634383388,0.44221105527638194,0.000866152196099703,0.900735294117647,0.19415023790799701,0.44181036401778057
S147,B,8.181818181818182,0.4,0.37633958785910687,0.6835443037974683,0.00277762498866992,0.38125000000000003,0.3048746258987815,0.683316975822609
S148,A,1.2291666666666667,0.3375,0.5592559565846928,0.057392996108949414,0.00028411991831186134,0.31679687500000003,0.5087512978253051,0.0567158683344958
S149,C,4.303840877914952,0.8888888888888888,0.5791664349462343,1.0,0.0013868237887329703,0.8854166666666666,0.5309433088142502,1.0
S150,A,12.541666666666668,1.0,0.17184653963047353,0.32908163265306123,0.0043412448938631235,1.0,0.0769488126135315,0.32859967414962726
S151,C,1125.5671296296296,1.0,0.3079712587802272,0.7297962552999887,0.4035176784153255,1.0,0.22867200119715939,0.7296021527105294
S152,A,4.841849148418492,0.9051094890510949,0.6359699676147341,1.0,0.00157977554929103,0.9021441605839416,0.5942559323635246,1.0
S153,B,4.734848484848484,0.23214285714285715,0.2491151101324243,0.06576475009394964,0.0015414007369533122,0.20814732142857142,0.16307155334042056,0.06509363622255504
S154,A,122.3397435897436,0.7403846153846154,0.5034845049520383,0.7466744913928013,0.04371932402333178,0.7322716346153847,0.4465890210066849,0.7464925133922693
S155,A,1.2345679012345678,0.35185185185185186,0.5427069747667729,0.0966183574879227,0.0002860570218401922,0.33159722222222227,0.4903059757345756,0.09596940750287979
S156,A,0.9722222222222221,0.3333333333333333,0.6600316964375577,0.10810810810810811,0.0001919691361784072,0.31249999999999994,0.6210748837092911,0.107467411858964
S157,A,4.987373737373737,0.9090909090909091,0.6620509138289675,0.011867563994712175,0.0016319666161999501,0.90625,0.6233254822999204,0.011157732734711249
S158,A,1.2091503267973855,0.39215686274509803,0.6075972020604129,0.0036435253569670114,0.00027694124053039985,0.3731617647058823,0.5626319445549509,0.002927786306172246
S159,A,4.369918699186991,0.573170731707317,0.3947809407372774,0.849802371541502,0.0014105219968224998,0.5598323170731707,0.32542916498579166,0.8496944761137505
S160,C,0.9191176470588235,0.29411764705882354,0.5980148544118237,0.0007178407350689127,0.00017292366451330542,0.27205882352941174,0.551951560063128,0.0
S161,C,0.9066358024691359,0.2777777777777778,0.5629897305082668,0.0018837675350701403,0.00016844716476296101,0.2552083333333333,0.5129129231985177,0.0011667643509805875
S162,C,0.4369538077403246,0.15730337078651685,0.6147100720715151,0.028282828282828285,0.0,0.1309691011235955,0.5705598750939888,0.027584789032995535
S163,A,5.384615384615385,0.5897435897435898,0.3828440524142579,0.30920245398773005,0.0017744337108610078,0.576923076923077,0.31212443407837465,0.30870621514906404
S164,C,1.2820512820512822,0.28205128205128205,0.5753495281318264,0.08144796380090498,0.0003030865034079361,0.25961538461538464,0.5266890243901887,0.08078811606645805
S165,A,1.3157894736842104,0.6631578947368421,0.6599074767578907,0.11346444780635401,0.00031518639820606986,0.6526315789473683,0.6209364297532307,0.11282759931811567
S166,B,0.9324009324009324,0.3076923076923077,0.5714285714285714,0.2222222222222222,0.000177687593681822,0.28605769230769235,0.5223187670480102,0.22166350057734566
S167,A,3.238095238095238,0.4,0.4282507945264529,0.6044444444444445,0.0010046038326757397,0.38125000000000003,0.3627343140435095,0.6041602945793358
S168,B,0.7226107226107226,0.26153846153846155,0.6133170486071607,0.019533711405166982,0.00010244824784615357,0.23846153846153847,0.5690072257066933,0.01882938717122596
S169,B,4.422271495442226,0.959349593495935,0.6604125941923785,1.0,0.0014292978498370466,0.958079268292683,0.621499428363978,1.0
S170,A,5.48780487804878,0.5853658536585366,0.45340313529781245,0.3994082840236686,0.0018114416817801777,0.5724085365853658,0.39076885006318995,0.3989768451203764
S171,C,1.5873015873015872,0.4603174603174603,0.5546566619734774,0.72,0.00041256174205771815,0.4434523809523809,0.5036249721439172,0.7197988602078444
S172,B,3.93718203937182,0.9343065693430657,0.6520775176265758,1.0,0.0012553249395519796,0.9322536496350364,0.6122092391790068,1.0
S173,C,13.247863247863249,0.41025641025641024,0.25798473271386324,0.20217391304347826,0.004594515858479395,0.3918269230769231,0.17295754192496854,0.20160078956738287
S174,B,4.16065416065416,0.9920634920634921,0.6380223053912234,1.0,0.0013354711781901234,0.9918154761904763,0.5965434465890419,1.0
S175,B,3.9329464861379746,0.9787234042553191,0.6116524803302457,1.0,0.0012538058970052116,0.9780585106382979,0.5671519153107109,1.0
S176,B,0.9659090909090908,0.6375,1.0,0.13110539845758354,0.00018970498919724128,0.6261718749999999,1.0,0.1304812224591574
S177,C,0.8477633477633477,0.2727272727272727,0.54085233344175,0.32413793103448274,0.00014733309569256423,0.24999999999999997,0.4882388119066608,0.3236524211913486
S178,A,6.037037037037037,1.0,0.5788348806420136,1.0,0.0020084187876018085,1.0,0.5305737618536454,1.0
S179,B,0.6347256347256348,0.1891891891891892,0.5929179207331189,0.0491283676703645,7.092906242850874e-05,0.16385135135135134,0.5462705710806521,0.04844530294717382
S180,B,1.335387776065742,0.8813559322033898,1.0,0.8524590163934426,0.0003222151506542924,0.8776483050847458,1.0,0.8523530293835245
S181,A,1.0344827586206897,0.27586206896551724,0.617802414690596,0.06206896551724138,0.0002142983098547335,0.25323275862068967,0.5740065678423047,0.06139519675534102
S182,C,4.427083333333334,0.5625,0.43305387854346483,0.7688442211055276,0.0014310235716214724,0.548828125,0.36808778126568537,0.7686781688722334
S183,C,0.47425474254742545,0.18292682926829268,0.554516455988088,0.0031839890834659997,1.3377640151805367e-05,0.15739329268292682,0.5034687000186584,0.0024679199218478774
S184,A,2.2955974842767297,0.49056603773584906,0.440731600220947,0.12436115843270869,0.0006665856071360239,0.47464622641509435,0.3766452895657298,0.12373213766629379
S185,A,1.2851405622489962,0.3132530120481928,0.5689019224980344,0.1285140562248996,0.0003041944455822231,0.2917921686746988,0.5195025905698002,0.12788801871919456
S186,C,3.9667508417508417,0.9242424242424242,0.6253886350734926,0.14595431668602402,0.001265929520911455,0.921875,0.5824620897561825,0.1453408075030486
S187,A,1.4682539682539684,0.30952380952380953,0.5587159213223652,0.4625,0.00036986639898430317,0.2879464285714286,0.508149380168764,0.4621138834347014
S188,B,2.9720279720279716,0.8846153846153846,0.5670708957962746,1.0,0.0009091812337508204,0.8810096153846153,0.5174617473540493,1.0
S189,A,93.20754716981133,0.949685534591195,0.7223913494148412,1.0,0.03327132741003036,0.9481132075471699,0.6905803008574676,1.0
S190,B,3.4632034632034627,0.14285714285714285,0.6701849176072734,0.64,0.0010853368450327425,0.11607142857142856,0.6323915578584539,0.6397413916958
