scenario_id,objective,normal_revenue,excess_revenue,planting_cost,total_production,normal_sales,excess_sales
29,33390261.00989219,39180090.22186022,0.0,5789829.21196803,7499754.600091176,6759800.986793939,739953.6132972375
30,33219793.6298944,39004411.36849507,0.0,5784617.738600671,7544684.831514275,6761742.816274504,782942.0152397715
31,32969216.47823696,38735348.35032335,0.0,5766131.872086389,7507344.264158486,6809206.885296685,698137.378861801
32,33091295.892782725,38898684.25829752,0.0,5807388.365514791,7519887.615298452,6789834.779879082,730052.8354193701
33,33065851.15661913,38860942.824263886,0.0,5795091.667644752,7561442.207014062,6757697.743483936,803744.4635301257
34,32787123.960812673,38605696.194251105,0.0,5818572.233438432,7494711.093524502,6772468.04721102,722243.0463134816
35,33114612.21513907,38875938.15684609,0.0,5761325.9417070225,7487539.443212659,6829600.662404257,657938.7808084022
36,33320740.4330368,39072789.27659623,0.0,5752048.843559433,7590015.534281272,6868303.10908767,721712.4251936025
37,33154050.721131515,38949483.48119581,0.0,5795432.760064293,7563534.378353143,6798250.53343533,765283.8449178127
38,34044046.20535075,39820913.363887385,0.0,5776867.158536636,7673075.357161899,6925457.94712226,747617.4100396393
39,33227243.61089275,39061389.294434555,0.0,5834145.683541806,7510865.215306934,6787603.2918783575,723261.9234285767
40,32951516.4487761,38746072.60304456,0.0,5794556.154268461,7485197.528638942,6784396.369695459,700801.1589434828
41,33568448.80334519,39366395.491537616,0.0,5797946.68819243,7477061.1531711435,6808355.091728788,668706.0614423552
42,32989656.37402432,38776658.379081264,0.0,5787002.005056945,7585578.204119772,6819188.528702884,766389.675416887
43,33246298.154413737,39017974.08321047,0.0,5771675.928796733,7509868.499006042,6790621.277284959,719247.2217210843
44,33189225.748847608,39004755.882992715,0.0,5815530.134145106,7549147.9076273255,6784129.577137318,765018.3304900073
45,33053339.35657484,38827705.25307749,0.0,5774365.896502649,7465484.992428348,6778451.707695318,687033.2847330297
46,33256650.319559604,39047945.698257215,0.0,5791295.378697613,7557708.325807596,6852968.383405922,704739.9424016732
47,33143395.381555736,38946646.12137567,0.0,5803250.739819938,7517027.444688007,6818074.302828245,698953.1418597626
48,32681842.011454735,38448687.524682,0.0,5766845.513227266,7416814.833719352,6671735.258434784,745079.5752845674
49,33534671.109496567,39314439.67346943,0.0,5779768.563972865,7605477.862024051,6894449.555315223,711028.3067088291
50,33342125.612764493,39137922.94618744,0.0,5795797.333422946,7592827.529213009,6798736.388734866,794091.1404781444
51,33688615.410507426,39475906.258889526,0.0,5787290.848382099,7581034.341321566,6867367.270482907,713667.070838658
52,33068726.861802515,38871417.30700821,0.0,5802690.445205692,7522583.397101964,6827908.062561787,694675.3345401768
53,33081101.05053421,38873547.47325177,0.0,5792446.4227175545,7569113.991047906,6795137.883548155,773976.1074997509
54,33344160.366189823,39111946.67620182,0.0,5767786.310011999,7535429.662271672,6829071.009860669,706358.6524110032
55,33014902.66124657,38815730.878602624,0.0,5800828.217356053,7569300.90422019,6806785.26318354,762515.6410366506
56,33355142.52155464,39132835.197124735,0.0,5777692.675570091,7518225.276906415,6777694.025354326,740531.2515520897
57,33535215.06960719,39303528.718144365,0.0,5768313.648537174,7535163.592392821,6859900.158771995,675263.4336208245
58,33537945.394552246,39353464.65122679,0.0,5815519.256674545,7518382.372934957,6850022.633729031,668359.7392059255
59,32849221.341540255,38641415.66420975,0.0,5792194.322669499,7526156.898064773,6806817.251712723,719339.6463520499
60,33494886.87232831,39296308.515858665,0.0,5801421.643530356,7531015.591083538,6847686.062382147,683329.5287013914
61,32851233.43696148,38647928.219180755,0.0,5796694.782219278,7589083.105386542,6753926.415723277,835156.6896632637
62,32848124.769910276,38653439.0655476,0.0,5805314.295637323,7480784.225455063,6749698.323032165,731085.9024228989
63,33271856.53959773,39081543.91981463,0.0,5809687.380216901,7602335.043516209,6818646.093599813,783688.9499163963
64,32690406.28810858,38479337.24447446,0.0,5788930.956365883,7458675.289967686,6747722.759661512,710952.5303061737
65,33534243.17483416,39301230.51183835,0.0,5766987.337004188,7620261.439343977,6852263.49879981,767997.9405441668
66,33066302.106220745,38849410.848700374,0.0,5783108.742479629,7585645.893514762,6803577.459962474,782068.4335522878
67,33148899.458367713,38964032.34090159,0.0,5815132.882533877,7504775.497631326,6783533.7928200485,721241.7048112769
68,32989378.939929456,38782188.560488224,0.0,5792809.620558768,7516509.396715936,6779708.420033883,736800.9766820527
69,33148674.20017544,38943578.90169662,0.0,5794904.701521182,7549488.946293926,6871835.776134711,677653.1701592143
70,33504061.662553683,39309369.31026901,0.0,5805307.647715328,7580572.060092289,6865236.757008834,715335.303083456
71,33001742.875112943,38781189.3068468,0.0,5779446.431733856,7534154.579535574,6773172.5431028465,760982.036432727
72,33167406.052674763,38950181.59032595,0.0,5782775.537651187,7450354.014767548,6743755.946989909,706598.0677776388
73,33320891.112313785,39128133.54191208,0.0,5807242.429598295,7525763.427266765,6799840.313807277,725923.1134594888
74,33305959.406796798,39096580.23787732,0.0,5790620.831080519,7461650.428622983,6777513.601010239,684136.8276127444
75,33097612.28390879,38876855.76380126,0.0,5779243.479892472,7557338.925838698,6858160.830096683,699178.095742015
76,33524229.758052953,39321508.03833309,0.0,5797278.280280137,7526997.047384221,6859434.378584099,667562.6688001223
77,33421873.73175107,39204386.916216515,0.0,5782513.184465445,7533007.219924759,6836823.593728127,696183.6261966333
78,33381545.383401908,39154375.84266631,0.0,5772830.459264403,7501801.049811093,6803882.031081194,697919.0187299
79,32855130.104342096,38623719.76036704,0.0,5768589.65602495,7475933.100818129,6802022.964448515,673910.1363696151
80,33520293.09794509,39345346.7417147,0.0,5825053.643769611,7596216.648778912,6907840.9767334815,688375.6720454302
81,33474374.894009557,39290877.335849665,0.0,5816502.441840109,7564212.626170677,6830056.22973725,734156.3964334272
82,33155999.41727298,38934823.1109519,0.0,5778823.693678919,7508751.63744655,6806997.398921234,701754.2385253165
83,33322077.07617218,39090633.63018486,0.0,5768556.55401268,7508024.82256001,6788438.769323264,719586.0532367446
84,33311885.321839154,39098754.80610147,0.0,5786869.484262316,7565462.595719529,6815944.560626853,749518.0350926744
85,32997555.706382625,38777583.15100293,0.0,5780027.444620303,7579490.109132336,6815808.587548051,763681.5215842857
86,32730775.42455007,38521692.19435644,0.0,5790916.769806372,7510535.903840756,6783666.852666847,726869.051173909
87,33261784.792323835,39050944.20354983,0.0,5789159.411225999,7536916.800074831,6819118.64832335,717798.1517514801
88,33372136.46271568,39188846.93722916,0.0,5816710.474513476,7528012.18871187,6829904.03509802,698108.1536138494
89,33331554.95957426,39131786.523029506,0.0,5800231.5634552445,7493143.6211812645,6803793.293838887,689350.3273423782
90,33142842.334891483,38923916.502105944,0.0,5781074.167214459,7539177.901348121,6812464.24536976,726713.6559783613
91,33138993.76328459,38936588.3604134,0.0,5797594.597128813,7536759.169230268,6817747.764822777,719011.4044074916
92,33203614.843174063,39007824.47155617,0.0,5804209.628382111,7539493.16927305,6828440.487042036,711052.6822310131
93,33776086.92331552,39567018.43565385,0.0,5790931.512338332,7570664.647052888,6872651.240977067,698013.406075821
94,33206693.45751153,38979029.151532434,0.0,5772335.694020905,7549810.908858618,6821913.722680022,727897.1861785946
95,33201021.773506135,38998278.28708667,0.0,5797256.51358054,7478115.588619614,6797807.488887049,680308.0997325648
96,32920395.237351146,38701693.05848558,0.0,5781297.821134437,7424774.402081093,6716794.768457029,707979.6336240626
97,33298598.92126317,39089090.32186206,0.0,5790491.400598888,7469632.572619175,6821418.4452870935,648214.1273320804
98,33731789.70252819,39507163.00380945,0.0,5775373.301281262,7561535.205452882,6862874.0280251745,698661.1774277063
99,33042453.04934579,38823595.51010355,0.0,5781142.46075776,7550332.701649744,6805132.866856481,745199.8347932638
100,33442620.095584013,39209212.25133799,0.0,5766592.155753978,7480614.281910712,6808355.239649681,672259.0422610312
101,33175927.92196709,38982181.59730485,0.0,5806253.675337763,7611900.804230512,6830757.601655742,781143.2025747702
102,32945138.395525776,38739952.336674206,0.0,5794813.941148428,7535109.591078524,6783777.574502055,751332.0165764692
103,33053845.222616997,38858643.72023019,0.0,5804798.497613195,7482888.170734712,6744734.530432296,738153.6403024157
104,32969667.124867707,38775482.971756905,0.0,5805815.846889198,7540356.940343131,6824588.178255457,715768.7620876743
105,33178361.260558374,38954905.99838258,0.0,5776544.737824211,7578219.8844650835,6815229.231725077,762990.6527400063
106,33097008.488371093,38886900.62589543,0.0,5789892.13752434,7519315.858905751,6784801.244818005,734514.6140877462
107,32852427.913256876,38620387.55340274,0.0,5767959.640145861,7435868.099600166,6689217.842423936,746650.2571762304
108,33162381.001182586,38936798.52300695,0.0,5774417.521824368,7464214.52247303,6760343.546718648,703870.975754383
109,33407707.758830667,39196614.89288613,0.0,5788907.134055465,7519707.010201791,6852070.02311024,667636.9870915508
110,33185712.04285593,38948777.500458986,0.0,5763065.457603056,7488598.998305423,6823826.4350824095,664772.5632230146
111,33588186.38188319,39399164.57168892,0.0,5810978.189805728,7584707.722618954,6826328.829178778,758378.8934401762
112,33088650.77975785,38877557.57027777,0.0,5788906.790519925,7606227.733489793,6823859.255242706,782368.4782470858
113,33099034.49433002,38884629.120049655,0.0,5785594.625719636,7505998.614072822,6788909.4295876995,717089.1844851228
114,33250514.539552875,39023178.82974462,0.0,5772664.290191748,7507347.512026623,6813082.539095255,694264.9729313684
115,33245199.669525176,39016730.60436644,0.0,5771530.934841258,7509957.9378563035,6833064.992182695,676892.9456736088
116,33134293.851675294,38908259.921848,0.0,5773966.070172707,7514542.303517236,6837159.529964676,677382.7735525604
117,33338558.315508373,39162652.323442325,0.0,5824094.007933951,7533221.2894628905,6815788.787663469,717432.5017994216
118,32966823.545080148,38760768.95149392,0.0,5793945.40641377,7462287.626982398,6771025.886905328,691261.7400770697
119,32971890.769532412,38756435.64779502,0.0,5784544.878262607,7509856.250053772,6761940.084770023,747916.1652837484
120,32855040.17740034,38645876.266123734,0.0,5790836.088723394,7601391.706277086,6828352.165547081,773039.5407300051
121,33461975.656763896,39273778.23849615,0.0,5811802.581732249,7587086.82364168,6874243.251630856,712843.5720108259
122,33435540.550566595,39257875.85825974,0.0,5822335.307693142,7557018.813155945,6835221.062753217,721797.750402729
123,33684671.247893274,39468778.833811365,0.0,5784107.585918095,7623202.371327329,6923276.495492479,699925.8758348504
124,32735992.929503165,38533214.73639392,0.0,5797221.806890756,7531031.238274796,6744275.909844073,786755.3284307229
125,33262053.094617024,39043926.68638705,0.0,5781873.591770024,7512790.450238437,6833596.6037559025,679193.8464825348
126,33393351.228006385,39185029.482346654,0.0,5791678.2543402705,7507471.039411154,6811826.088964403,695644.9504467521
127,33347485.21717255,39124551.49649667,0.0,5777066.279324122,7534641.838729305,6840117.925114011,694523.9136152923
128,33123002.885031417,38905167.638148785,0.0,5782164.7531173695,7493109.504454945,6795656.755569827,697452.7488851182
129,33052682.69605954,38868230.98681918,0.0,5815548.290759636,7472756.169151137,6737774.620776626,734981.5483745105
130,33301602.87610349,39105496.71352729,0.0,5803893.837423802,7474866.9038340375,6771051.174008405,703815.7298256323
131,33343603.71311607,39139085.07823156,0.0,5795481.36511549,7584802.155889538,6853371.1396948,731431.0161947389
132,32930172.49320337,38686949.360193506,0.0,5756776.866990134,7484537.8005010355,6816082.0468852855,668455.7536157494
133,32873651.254520983,38661208.94118376,0.0,5787557.686662776,7477895.545759819,6779189.585239555,698705.9605202648
134,33084583.486937284,38894029.151856855,0.0,5809445.664919572,7491216.674029462,6791695.491654903,699521.1823745598
135,32783426.980186116,38560583.993126646,0.0,5777157.01294053,7417020.42289714,6754038.472789205,662981.9501079342
136,33315228.986220032,39125956.80892592,0.0,5810727.822705885,7537105.859075728,6866995.5648532845,670110.2942224432
137,33424499.03803005,39216099.48812708,0.0,5791600.45009703,7587909.823148674,6826741.602896582,761168.2202520919
138,33165233.709591303,38971138.29158454,0.0,5805904.581993234,7514077.812059247,6795340.207206897,718737.6048523493
139,33084047.936920248,38866654.85954629,0.0,5782606.922626041,7564460.06456817,6797422.697269428,767037.3672987426
140,33213346.73398734,39009499.89848943,0.0,5796153.16450209,7654693.920450981,6814786.71226999,839907.2081809911
141,33105794.979364134,38890834.18082312,0.0,5785039.201458981,7579361.570668323,6861776.038699709,717585.5319686134
142,33168075.374944434,38960103.38321781,0.0,5792028.008273377,7523476.644400633,6826752.763742431,696723.8806582019
143,33265279.840102814,39037818.77183831,0.0,5772538.931735493,7594990.7815158395,6877334.7599432245,717656.0215726141
144,33020466.534248285,38809862.06073267,0.0,5789395.526484384,7530481.064113012,6769573.416055443,760907.6480575688
145,33172409.90336731,38977987.51059647,0.0,5805577.607229156,7481628.734994831,6790773.349291757,690855.3857030742
146,33398191.82947095,39184358.74983531,0.0,5786166.92036436,7467103.168222215,6806908.163752432,660195.0044697836
147,33342325.454979822,39136596.42260523,0.0,5794270.9676254075,7611208.104042171,6854229.554249983,756978.5497921866
148,33332039.117861487,39138274.41859491,0.0,5806235.300733427,7493497.563572175,6785187.677733097,708309.8858390774
149,33261377.17779325,39054977.58933164,0.0,5793600.411538393,7488631.926033734,6781771.435608299,706860.4904254344
150,33684667.17590965,39470159.64145316,0.0,5785492.465543506,7602723.28881449,6866387.427738834,736335.861075656
151,33476348.08288662,39258108.03314832,0.0,5781759.950261695,7543053.748747086,6823301.09778817,719752.6509589159
152,33597568.03210429,39383860.93523908,0.0,5786292.903134786,7611120.651847827,6879948.851425391,731171.8004224363
153,33243046.885455396,39045108.99524502,0.0,5802062.109789622,7583700.700501552,6850454.640247628,733246.0602539242
154,33374534.89211991,39164594.67434196,0.0,5790059.782222051,7552992.302594776,6821971.001413227,731021.3011815497
155,33366458.543235883,39167063.2727882,0.0,5800604.729552313,7518504.844369133,6751191.440777222,767313.4035919114
156,33499796.23599183,39292934.291145094,0.0,5793138.055153266,7545198.472018339,6857714.179705385,687484.2923129541
157,33399756.064610388,39199819.06638027,0.0,5800063.001769882,7564317.469275854,6864283.68809293,700033.7811829224
158,33296655.875182327,39071716.88127139,0.0,5775061.006089065,7555281.854034403,6824020.947445477,731260.9065889259
159,33253044.6207561,39028382.612500414,0.0,5775337.991744313,7607100.924620597,6798522.813232785,808578.1113878121
160,33202255.443284757,38993286.48130193,0.0,5791031.038017174,7545922.041361125,6839247.104812006,706674.9365491203
161,33357083.860282958,39131615.66165276,0.0,5774531.801369799,7547784.045495458,6809562.189518571,738221.8559768869
162,33390704.02304284,39183731.507108815,0.0,5793027.484065976,7576674.018593267,6849521.746308584,727152.2722846824
163,33325147.380191453,39110814.11265507,0.0,5785666.732463619,7564943.946367895,6869690.8592763785,695253.0870915158
164,33464086.446142495,39267049.37418911,0.0,5802962.928046612,7543784.250810742,6842199.776240173,701584.4745705697
165,32955129.254972264,38726618.71829734,0.0,5771489.463325076,7524982.579513141,6767601.672522278,757380.906990863
166,32962212.16317657,38731983.9692469,0.0,5769771.8060703315,7489286.07327939,6806042.454133106,683243.6191462838
167,32747590.082942273,38528165.704117596,0.0,5780575.621175323,7514036.494037963,6794311.9556121435,719724.5384258191
168,33197529.3368533,38971124.20457697,0.0,5773594.867723671,7568027.155996097,6830069.8276743395,737957.3283217577
169,33429765.856595315,39262504.69125916,0.0,5832738.834663847,7543596.130171311,6876298.643010141,667297.4871611702
170,33015876.494404033,38794628.67011076,0.0,5778752.175706727,7567364.627171338,6815394.727512589,751969.899658748
171,33012048.614621684,38788332.47870092,0.0,5776283.864079236,7490782.503092242,6771426.238669567,719356.2644226756
172,33655741.544672936,39429642.06004595,0.0,5773900.515373014,7571529.662058814,6867537.169353739,703992.4927050755
173,33173003.586558186,38969619.274097145,0.0,5796615.687538959,7535816.253364116,6773735.977495854,762080.275868263
174,33262980.633447997,39055890.14795695,0.0,5792909.514508954,7506957.839721147,6766336.699054844,740621.1406663028
175,33539085.17217188,39330531.170752466,0.0,5791445.998580585,7522966.402728647,6805155.562418029,717810.8403106176
176,33391409.580583714,39167963.52627711,0.0,5776553.945693398,7526760.5489488365,6833836.005066495,692924.5438823409
177,33613833.643505126,39389799.3032867,0.0,5775965.659781579,7588776.700097397,6843731.235986992,745045.4641104054
178,33193080.793093443,38991810.363861896,0.0,5798729.570768455,7465014.487903673,6752746.36628321,712268.1216204637
179,33397898.255334623,39177290.90558792,0.0,5779392.650253296,7530696.193479747,6855605.311120374,675090.8823593725
180,33429545.307282545,39240888.63370864,0.0,5811343.326426096,7636092.568110577,6862273.575803844,773818.9923067314
181,32996382.031749666,38761021.863791674,0.0,5764639.832042007,7497674.736510129,6741490.284825033,756184.4516850965
182,33504849.360582855,39282310.153427094,0.0,5777460.792844239,7630348.757617898,6907072.583916075,723276.1737018244
183,33404858.10615526,39206135.32923863,0.0,5801277.223083369,7539591.346301867,6794313.6263079895,745277.7199938772
184,32922406.093967993,38738284.00201862,0.0,5815877.90805063,7478233.034263555,6760699.504240228,717533.5300233271
185,33108737.04955003,38879441.293732494,0.0,5770704.244182464,7497552.670985512,6807260.514826518,690292.1561589937
186,33161955.579559352,38984941.43420317,0.0,5822985.854643817,7502555.491597103,6806007.891793149,696547.5998039541
187,32911237.59070546,38699687.215296164,0.0,5788449.6245907005,7452754.3175305985,6782513.863158736,670240.4543718625
188,33137209.810554724,38947197.07057486,0.0,5809987.260020133,7539658.6225817595,6822540.95557777,717117.667003989
189,32958804.76458081,38731150.67535929,0.0,5772345.91077848,7492534.678585226,6770762.595214657,721772.0833705695
190,33399317.168050013,39193045.6324838,0.0,5793728.464433787,7546005.90820081,6843714.859182897,702291.0490179126
191,33080456.673462145,38854266.35520157,0.0,5773809.681739427,7484200.9854767965,6797673.564419031,686527.4210577651
192,33074146.9103148,38886899.664419204,0.0,5812752.754104404,7529972.200410447,6769743.352802109,760228.8476083383
193,33500713.51603493,39287836.647536844,0.0,5787123.131501911,7606025.108902804,6855009.611239206,751015.4976635978
194,33412224.691924494,39210825.211303584,0.0,5798600.5193790905,7580550.790454563,6862042.892711757,718507.897742806
195,33189895.747599855,38993030.890289545,0.0,5803135.14268969,7525482.913767784,6856290.225205425,669192.6885623584
196,33413177.71521959,39214791.16007812,0.0,5801613.444858533,7535954.990407933,6748116.896556584,787838.0938513483
197,33073678.956692822,38885962.30689613,0.0,5812283.350203305,7496132.842190236,6780122.015007155,716010.8271830811
198,33140986.615035247,38950063.73481639,0.0,5809077.119781139,7539948.269519243,6784347.693185534,755600.5763337093
199,33017861.177852318,38838268.30379653,0.0,5820407.125944213,7509361.548649227,6784861.301977277,724500.2466719503
200,33480112.71235686,39275556.17279005,0.0,5795443.46043319,7561306.025428344,6801301.684847491,760004.3405808524
201,33183843.567600645,38956646.412094936,0.0,5772802.844494292,7471730.189315381,6777277.76778906,694452.4215263204
202,33274796.762118466,39078347.78435538,0.0,5803551.022236913,7627498.0955368355,6853812.303926239,773685.7916105966
203,32897785.649451908,38665289.844151646,0.0,5767504.194699739,7486082.635702648,6791780.396455208,694302.2392474401
204,33386020.451061685,39164008.96221347,0.0,5777988.511151787,7480027.961128401,6820859.505185784,659168.4559426167
205,33135046.071169894,38964241.20915801,0.0,5829195.1379881175,7589299.789971663,6793176.992095219,796122.7978764441
206,33365118.549154885,39166783.95001818,0.0,5801665.400863297,7598502.860893745,6866321.449260283,732181.4116334623
207,33150154.946381804,38936277.20250695,0.0,5786122.256125148,7527825.7478923565,6795475.809243454,732349.9386489019
208,33199661.857791796,38973864.186160535,0.0,5774202.328368737,7531502.495302876,6819249.791845586,712252.7034572911
209,33158666.489332963,38953151.98027139,0.0,5794485.490938429,7502024.8097714,6772804.553196548,729220.256574853
210,33114158.10889972,38928477.2795908,0.0,5814319.170691079,7531625.832989838,6802402.989473025,729222.8435168122
211,33466106.63061942,39249031.12722911,0.0,5782924.496609686,7544196.590173593,6799727.62616536,744468.964008233
212,33039856.664744865,38843749.52160357,0.0,5803892.856858703,7438619.0646863375,6774776.4265938755,663842.6380924627
213,33286877.665054344,39064013.5380981,0.0,5777135.873043754,7485347.53496044,6773102.354389592,712245.1805708489
214,33222000.381162208,39007280.829987265,0.0,5785280.448825058,7514750.797619687,6840020.354641232,674730.442978457
215,33363742.26800121,39171419.124876015,0.0,5807676.856874805,7517121.292783308,6807034.547808485,710086.7449748234
216,33021636.561196685,38836407.21229863,0.0,5814770.651101947,7607223.282734882,6822197.404296957,785025.8784379251
217,33480293.96353529,39286328.22368036,0.0,5806034.260145071,7584394.697809478,6829806.186640419,754588.5111690596
218,32666658.62365813,38457985.935831554,0.0,5791327.312173422,7477778.672800484,6778189.391616055,699589.2811844292
219,33330708.279815726,39120781.345795766,0.0,5790073.065980038,7514737.156710365,6805622.300273725,709114.8564366397
220,32624740.17079576,38427514.347051665,0.0,5802774.176255904,7485055.684600642,6773949.3065122925,711106.3780883478
221,33059051.332740773,38831410.14540901,0.0,5772358.812668237,7613456.758234419,6850585.6659674365,762871.0922669828
222,33316998.685656246,39120215.499576524,0.0,5803216.813920278,7543952.149904888,6860995.945950791,682956.2039540975
223,33507175.31036517,39306331.37001863,0.0,5799156.059653461,7605498.118768053,6839355.726781855,766142.3919861983
224,33046584.434397865,38826119.543802075,0.0,5779535.109404211,7538424.065954311,6808554.53186853,729869.5340857806
225,33165527.136592768,38949825.93496024,0.0,5784298.7983674705,7528540.449600601,6841437.956693212,687102.4929073902
226,32809158.93564853,38581429.69937776,0.0,5772270.763729231,7490200.163947211,6768700.377950673,721499.7859965384
227,33376434.83384822,39169633.59777844,0.0,5793198.76393022,7492860.979473136,6817623.175674081,675237.8037990547
228,33443785.50209702,39212380.653269485,0.0,5768595.151172462,7492675.372025985,6787439.204368187,705236.1676577984
229,33429758.074004866,39201346.49252458,0.0,5771588.418519715,7556608.387547929,6830845.553552626,725762.8339953029
230,32718795.592124153,38495417.53947676,0.0,5776621.947352606,7457186.953162572,6729217.438821144,727969.5143414275
231,33196402.497674268,38964236.41812927,0.0,5767833.920455006,7549256.430579879,6832291.047107852,716965.3834720285
232,33344611.22681818,39138795.47210039,0.0,5794184.245282212,7551998.201836714,6788694.554390093,763303.6474466196
233,33051998.95019673,38838388.36915721,0.0,5786389.418960478,7554447.078584753,6776873.743305598,777573.3352791546
234,33527053.758368395,39330461.896767646,0.0,5803408.138399251,7577429.1329682395,6841682.67325065,735746.4597175901
235,33027457.44459158,38831609.78733183,0.0,5804152.342740243,7535639.688451584,6827219.11787964,708420.5705719434
236,33335124.793572083,39152657.296595335,0.0,5817532.503023253,7479102.921313261,6756587.5222372515,722515.399076009
237,33212740.0633336,38999966.75663437,0.0,5787226.693300767,7559262.616717927,6813067.197942339,746195.4187755884
238,33070148.515037984,38881429.51107433,0.0,5811280.996036344,7520633.359356465,6796800.632640841,723832.7267156239
239,33249192.68041665,39021554.92523597,0.0,5772362.244819323,7574609.9192199,6865509.595658404,709100.3235614959
240,33284076.51448031,39066166.93903176,0.0,5782090.424551445,7462483.124800415,6769902.133731051,692580.9910693634
241,33058380.043319568,38857648.22282123,0.0,5799268.179501658,7524900.560838889,6779483.440885769,745417.1199531195
242,32833194.62190479,38617295.95448066,0.0,5784101.332575872,7529180.788308306,6802459.402006845,726721.3863014616
243,33096685.900815472,38902937.43226216,0.0,5806251.531446688,7493856.667380504,6792018.3965551,701838.2708254047
244,33369456.032058217,39134377.124918625,0.0,5764921.092860407,7479318.456574341,6819023.137281423,660295.319292918
245,33338026.50042203,39118152.18176972,0.0,5780125.681347689,7553061.931601387,6849803.453109911,703258.4784914769
246,32880558.52817139,38685020.27039571,0.0,5804461.742224321,7502658.5939918235,6744841.433819,757817.160172824
247,33395708.858092986,39168761.704558276,0.0,5773052.846465291,7483211.626158353,6827069.921161424,656141.7049969292
248,33108486.255109865,38904763.92448478,0.0,5796277.669374917,7523400.398674852,6816550.447802663,706849.9508721896
249,32813096.12971601,38585488.12689665,0.0,5772391.997180641,7508766.667665469,6823751.462491261,685015.205174209
250,33466640.423846744,39252653.56726441,0.0,5786013.143417666,7581339.012762761,6830608.9286593925,750730.0841033682
251,33248840.683305286,39036099.42495172,0.0,5787258.741646431,7527955.999412998,6797042.592919104,730913.4064938938
252,33561015.40192191,39361069.67958908,0.0,5800054.277667161,7567464.069752335,6826811.69465675,740652.3750955851
253,33268561.828911543,39068852.71031334,0.0,5800290.881401798,7491670.4711518455,6845773.393141369,645897.0780104761
254,33114785.70185996,38904795.162265405,0.0,5790009.460405445,7576092.539311865,6858549.749780761,717542.7895311043
255,32807270.640974864,38610267.95243202,0.0,5802997.311457156,7438338.431658661,6728091.98615142,710246.445507241
