year,crop_id,plot_type,season,demand,yield_per_mu,cost_per_mu,price
2024,31,智慧大棚,第一季,1149.6584924957208,1854.4783317926904,1298.6684942095767,7.4675
2024,31,智慧大棚,第二季,0.0,1669.0304986134213,1406.8908687270414,8.961
2024,31,水浇地,第一季,1149.6584924957208,1483.5826654341522,1082.2237451746473,7.4675
2024,32,普通大棚,第一季,3455.5521329269336,11029.121633312636,5406.598445227234,4.635
2024,32,智慧大棚,第一季,3455.5521329269336,11029.121633312636,5406.598445227234,4.635
2024,32,智慧大棚,第二季,0.0,10110.028163869918,5947.258289749958,5.562
2024,32,水浇地,第一季,3455.5521329269336,9190.934694427198,4433.410725086332,4.635
2024,33,普通大棚,第一季,1723.7603818654002,5548.232356508763,2720.4131253800733,4.635
2024,33,智慧大棚,第一季,1723.7603818654002,5548.232356508763,2720.4131253800733,4.635
2024,33,智慧大棚,第二季,0.0,4993.409120857887,2992.4544379180807,5.562
2024,33,水浇地,第一季,1723.7603818654002,4623.526963757302,2176.3305003040587,4.635
2024,34,普通大棚,第一季,0.0,6058.747816563718,1191.213095563177,4.12
2024,34,智慧大棚,第一季,0.0,6058.747816563718,1191.213095563177,4.12
2024,34,智慧大棚,第二季,1723.9893823357704,5507.952560512471,1299.5051951598293,4.944
2024,34,水浇地,第一季,0.0,5048.956513803098,974.6288963698721,4.12
2024,35,水浇地,第二季,144277.98021750574,4563.4367891787315,2162.8532283235377,2.575
2024,36,水浇地,第二季,95885.79033722925,3700.8696413283005,542.8144722017983,2.575
2024,37,水浇地,第二季,34691.639172711606,2748.643180288461,542.8568678402289,3.3475
2024,38,普通大棚,第二季,8699.630668271984,4603.131865838303,3255.193369486683,54.625
2024,39,普通大棚,第二季,6895.020749803324,3685.241670702243,2161.2951983366547,18.05
2024,40,普通大棚,第二季,17299.830204699072,9235.805858840655,10878.578094832897,15.2
2024,41,普通大棚,第二季,4022.6996679708836,917.1501992023907,10869.467116253234,95.0
2025,1,山坡地,单季,52765.19968291578,332.66911035897937,453.1653354988477,3.25
2025,1,平旱地,单季,52765.19968291578,369.6323448433105,453.1653354988477,3.25
2025,1,梯田,单季,52765.19968291578,351.15072760114487,453.1653354988477,3.25
2025,2,山坡地,单季,19955.408119294458,414.553906851167,454.80651068731277,7.5
2025,2,平旱地,单季,19955.408119294458,460.61545205685223,454.80651068731277,7.5
2025,2,梯田,单季,19955.408119294458,437.58467945400963,454.80651068731277,7.5
2025,3,山坡地,单季,20661.38212369322,329.96716411848456,396.2867299237517,8.25
2025,3,平旱地,单季,20661.38212369322,366.6301823538717,396.2867299237517,8.25
2025,3,梯田,单季,20661.38212369322,348.29867323617816,396.2867299237517,8.25
2025,4,山坡地,单季,30338.219225403856,290.2608710249079,397.03388806330827,7.0
2025,4,平旱地,单季,30338.219225403856,322.51207891656435,397.03388806330827,7.0
2025,4,梯田,单季,30338.219225403856,304.08281726418926,397.03388806330827,7.0
2025,5,山坡地,单季,9096.33326014937,344.78864144166465,398.1072412324255,6.75
2025,5,平旱地,单季,9096.33326014937,381.5660965287756,398.1072412324255,6.75
2025,5,梯田,单季,9096.33326014937,363.17736898522014,398.1072412324255,6.75
2025,6,山坡地,单季,189845.1637657601,663.5855400517557,512.5103197340621,3.5
2025,6,平旱地,单季,189845.1637657601,737.3172667241731,512.5103197340621,3.5
2025,6,梯田,单季,189845.1637657601,700.4514033879644,512.5103197340621,3.5
2025,7,山坡地,单季,146876.81899525845,832.8640243997014,569.7614293662646,3.0
2025,7,平旱地,单季,146876.81899525845,925.4044715552237,569.7614293662646,3.0
2025,7,梯田,单季,146876.81899525845,879.1342479774626,569.7614293662646,3.0
2025,8,山坡地,单季,66490.40466246296,331.72095347945185,411.15947107234496,6.75
2025,8,平旱地,单季,66490.40466246296,368.57883719939093,411.15947107234496,6.75
2025,8,梯田,单季,66490.40466246296,350.1498953394214,411.15947107234496,6.75
2025,9,山坡地,单季,27421.293161869587,526.8424367454394,454.4726419710066,6.0
2025,9,平旱地,单季,27421.293161869587,582.2995353502225,454.4726419710066,6.0
2025,9,梯田,单季,27421.293161869587,554.570986047831,454.4726419710066,6.0
2025,10,山坡地,单季,11459.079909031061,437.736904684487,409.37197518432805,7.5
2025,10,平旱地,单季,11459.079909031061,483.8144735986435,409.37197518432805,7.5
2025,10,梯田,单季,11459.079909031061,460.77568914156524,409.37197518432805,7.5
2025,11,山坡地,单季,1374.15443737144,91.9878510599296,399.10150877997614,40.0
2025,11,平旱地,单季,1374.15443737144,101.18663616592256,399.10150877997614,40.0
2025,11,梯田,单季,1374.15443737144,96.58724361292609,399.10150877997614,40.0
2025,12,山坡地,单季,32154.582639149296,2503.3524880105297,1132.0005670389712,1.5
2025,12,平旱地,单季,32154.582639149296,2781.502764456144,1132.0005670389712,1.5
2025,12,梯田,单季,32154.582639149296,2642.427626233337,1132.0005670389712,1.5
2025,13,山坡地,单季,33440.21169897466,1835.4627644441955,2270.4967937706383,3.25
2025,13,平旱地,单季,33440.21169897466,2019.009040888615,2270.4967937706383,3.25
2025,13,梯田,单季,33440.21169897466,1927.2359026664053,2270.4967937706383,3.25
2025,14,山坡地,单季,12892.887010586075,348.5252471995889,457.56082673681135,5.5
2025,14,平旱地,单季,12892.887010586075,385.2121153258614,457.56082673681135,5.5
2025,14,梯田,单季,12892.887010586075,366.86868126272515,457.56082673681135,5.5
2025,15,山坡地,单季,9232.354853998324,436.7288447851473,399.99595081209833,3.5
2025,15,平旱地,单季,9232.354853998324,482.7003021309523,399.99595081209833,3.5
2025,15,梯田,单季,9232.354853998324,459.7145734580498,399.99595081209833,3.5
2025,16,水浇地,单季,19449.087558603136,460.3007985882934,770.3647348056005,7.0
2025,17,普通大棚,第一季,33636.58488781065,3283.149724701074,2740.144976864935,8.4872
2025,17,智慧大棚,第一季,33636.58488781065,3283.149724701074,2740.144976864935,8.4872
2025,17,智慧大棚,第二季,0.0,2918.3553108453993,3014.159474551428,10.184640000000002
2025,17,水浇地,第一季,33636.58488781065,2735.9581039175614,2283.4541473874456,8.4872
2025,18,普通大棚,第一季,24447.23943433855,2220.098125118471,1361.66191917025,7.161074999999999
2025,18,智慧大棚,第一季,24447.23943433855,2220.098125118471,1361.66191917025,7.161074999999999
2025,18,智慧大棚,第二季,0.0,2035.0899480252654,1497.8281110872751,8.59329
2025,18,水浇地,第一季,24447.23943433855,1850.0817709320593,1134.7182659752084,7.161074999999999
2025,19,普通大棚,第一季,5948.487826690316,3300.204168427158,2713.974913771336,6.895849999999999
2025,19,智慧大棚,第一季,5948.487826690316,3300.204168427158,2713.974913771336,6.895849999999999
2025,19,智慧大棚,第二季,0.0,2933.5148163796957,2985.3724051484696,8.27502
2025,19,水浇地,第一季,5948.487826690316,2750.170140355965,2261.6457614761134,6.895849999999999
2025,20,普通大棚,第一季,27735.33129988394,2223.457270533687,2721.980611348208,3.9783749999999998
2025,20,智慧大棚,第一季,27735.33129988394,2223.457270533687,2721.980611348208,3.9783749999999998
2025,20,智慧大棚,第二季,0.0,2038.1691646558797,2994.178672483029,4.77405
2025,20,水浇地,第一季,27735.33129988394,1852.8810587780727,2268.3171761235067,3.9783749999999998
2025,21,普通大棚,第一季,32149.404861066454,2763.134674695439,2718.0654943863915,6.630624999999999
2025,21,智慧大棚,第一季,32149.404861066454,2763.134674695439,2718.0654943863915,6.630624999999999
2025,21,智慧大棚,第二季,735.6219756345714,2486.8212072258953,2989.8720438250302,7.9567499999999995
2025,21,水浇地,第一季,32149.404861066454,2210.5077397563514,2265.054578655326,6.630624999999999
2025,22,普通大棚,第一季,39902.26883862681,7407.21538101575,2736.4475914965883,5.83495
2025,22,智慧大棚,第一季,39902.26883862681,7407.21538101575,2736.4475914965883,5.83495
2025,22,智慧大棚,第二季,1995.1134419313407,6666.493842914175,3010.0923506462473,7.001939999999999
2025,22,水浇地,第一季,39902.26883862681,5925.7723048126,2280.3729929138235,5.83495
2025,23,普通大棚,第一季,0.0,3016.1264485504325,3060.581112267448,6.100175
2025,23,智慧大棚,第一季,0.0,3016.1264485504325,3060.581112267448,6.100175
2025,23,智慧大棚,第二季,840.8059659627949,2741.933135045848,3400.6456802971647,7.32021
2025,23,水浇地,第一季,0.0,2467.739821541263,2607.1616882278263,6.100175
2025,24,普通大棚,第一季,1652.5955790403264,2763.6887323323044,2279.6016160457993,5.569725
2025,24,智慧大棚,第一季,1652.5955790403264,2763.6887323323044,2279.6016160457993,5.569725
2025,24,智慧大棚,第二季,743.6680105681468,2487.3198590990737,2507.5617776503796,7.214119999999999
2025,24,水浇地,第一季,1652.5955790403264,2210.9509858658434,1823.6812928366396,5.569725
2025,25,普通大棚,第一季,3282.2123541729015,3664.737565134929,3423.010800717817,5.83495
2025,25,智慧大棚,第一季,3282.2123541729015,3664.737565134929,3423.010800717817,5.83495
2025,25,智慧大棚,第二季,0.0,3298.263808621436,3765.3118807895985,7.001939999999999
2025,25,水浇地,第一季,3282.2123541729015,3023.4084912363164,2738.4086405742537,5.83495
2025,26,普通大棚,第一季,3722.01866455622,4162.162975786679,3980.2050873972007,6.895849999999999
2025,26,智慧大棚,第一季,3722.01866455622,4162.162975786679,3980.2050873972007,6.895849999999999
2025,26,智慧大棚,第二季,0.0,3792.19293349453,4378.225596136921,8.27502
2025,26,水浇地,第一季,3722.01866455622,3422.222891202381,3297.8842152719662,6.895849999999999
2025,27,普通大棚,第一季,4122.369179649121,4594.817565117784,2280.648060419695,5.3045
2025,27,智慧大棚,第一季,4122.369179649121,4594.817565117784,2280.648060419695,5.3045
2025,27,智慧大棚,第二季,0.0,4135.335808606006,2508.7128664616644,6.365399999999999
2025,27,水浇地,第一季,4122.369179649121,3767.7504033965834,1824.518448335756,5.3045
2025,28,普通大棚,第一季,31454.182716752635,3711.0953497452792,2287.2058004283303,6.100175
2025,28,智慧大棚,第一季,31454.182716752635,3711.0953497452792,2287.2058004283303,6.100175
2025,28,智慧大棚,第二季,987.5150387817687,3339.985814770751,2515.926380471163,7.32021
2025,28,水浇地,第一季,31454.182716752635,2968.876279796223,1829.764640342664,6.100175
2025,29,普通大棚,第一季,8200.25959199864,13775.268513401148,3984.214043545935,7.4262999999999995
2025,29,智慧大棚,第一季,8200.25959199864,13775.268513401148,3984.214043545935,7.4262999999999995
2025,29,智慧大棚,第二季,3690.1168163993875,12397.741662061033,4382.635447900529,8.91156
2025,29,水浇地,第一季,8200.25959199864,11020.214810720918,3301.2059217952033,7.4262999999999995
2025,30,普通大棚,第一季,1373.4817767568263,4631.576992753373,2270.148422809063,5.569725
2025,30,智慧大棚,第一季,1373.4817767568263,4631.576992753373,2270.148422809063,5.569725
2025,30,智慧大棚,第二季,1236.1335990811438,4168.419293478036,2497.1632650899696,6.68367
2025,30,水浇地,第一季,1373.4817767568263,3797.8931340577656,1816.1187382472506,5.569725
2025,31,普通大棚,第一季,1109.465554795828,1839.3804986238067,1367.7051032875056,7.6915249999999995
2025,31,智慧大棚,第一季,1109.465554795828,1839.3804986238067,1367.7051032875056,7.6915249999999995
2025,31,智慧大棚,第二季,0.0,1655.442448761426,1481.6805285614644,9.229829999999998
2025,31,水浇地,第一季,1109.465554795828,1471.5043988990453,1139.7542527395879,7.6915249999999995
2025,32,普通大棚,第一季,3319.7750817533547,11193.01303710706,5712.438862155873,4.77405
2025,32,智慧大棚,第一季,3319.7750817533547,11193.01303710706,5712.438862155873,4.77405
2025,32,智慧大棚,第二季,0.0,10260.261950681472,6283.68274837146,5.72886
2025,32,水浇地,第一季,3319.7750817533547,9327.510864255884,4684.199866967815,4.77405
2025,33,普通大棚,第一季,1676.565778296778,5572.764219047307,2834.7633619206117,4.77405
2025,33,智慧大棚,第一季,1676.565778296778,5572.764219047307,2834.7633619206117,4.77405
2025,33,智慧大棚,第二季,0.0,5015.487797142577,3118.239698112673,5.72886
2025,33,水浇地,第一季,1676.565778296778,4643.970182539422,2267.8106895364895,4.77405
2025,34,普通大棚,第一季,0.0,6094.626986351945,1252.5148545715758,4.2436
2025,34,智慧大棚,第一季,0.0,6094.626986351945,1252.5148545715758,4.2436
2025,34,智慧大棚,第二季,1656.3994824633187,5540.569987592677,1366.37984135081,5.09232
2025,34,水浇地,第一季,0.0,5078.855821959954,1024.7848810131075,4.2436
2025,35,水浇地,第二季,137393.7393409014,4563.030863496388,2265.691947287865,2.65225
2025,36,水浇地,第二季,91680.79932746377,3662.6480813789603,568.4098534456268,2.65225
2025,37,水浇地,第二季,32875.374491711336,2759.128487921563,568.1890237358894,3.4479249999999997
2025,38,普通大棚,第二季,8333.16094514279,4559.793237663064,3396.4009092821316,51.89375
2025,39,普通大棚,第二季,6603.014843915548,3705.051076629731,2270.1388278147233,17.1475
2025,40,普通大棚,第二季,16494.53458883795,9221.755980906386,11361.485204664657,14.44
2025,41,普通大棚,第二季,3909.7063257856357,926.7759345090482,11409.58507353686,90.25
2026,1,山坡地,单季,49887.85642958196,330.44744205453844,477.0897836560482,3.25
2026,1,平旱地,单季,49887.85642958196,367.1638245050428,477.0897836560482,3.25
2026,1,梯田,单季,49887.85642958196,348.80563327979064,477.0897836560482,3.25
2026,2,山坡地,单季,19289.159968950054,412.58484647178693,474.039373842575,7.5
2026,2,平旱地,单季,19289.159968950054,458.42760719087437,474.039373842575,7.5
2026,2,梯田,单季,19289.159968950054,435.50622683133065,474.039373842575,7.5
2026,3,山坡地,单季,19780.218465128364,332.7006971560171,419.0438833346952,8.25
2026,3,平旱地,单季,19780.218465128364,369.66744128446345,419.0438833346952,8.25
2026,3,梯田,单季,19780.218465128364,351.18406922024025,419.0438833346952,8.25
2026,4,山坡地,单季,29100.202328189553,291.58061465420155,417.96236809195915,7.0
2026,4,平旱地,单季,29100.202328189553,323.97846072689066,417.96236809195915,7.0
2026,4,梯田,单季,29100.202328189553,305.4654058282112,417.96236809195915,7.0
2026,5,山坡地,单季,8596.783749888478,343.0760618629497,418.34778391099326,6.75
2026,5,平旱地,单季,8596.783749888478,379.6708417949976,418.34778391099326,6.75
2026,5,梯田,单季,8596.783749888478,361.37345182897366,418.34778391099326,6.75
2026,6,山坡地,单季,200118.82920792827,658.886776600492,537.2562624169606,3.5
2026,6,平旱地,单季,200118.82920792827,732.0964184449911,537.2562624169606,3.5
2026,6,梯田,单季,200118.82920792827,695.4915975227416,537.2562624169606,3.5
2026,7,山坡地,单季,154848.7469218666,827.4805284284647,596.0542615984564,3.0
2026,7,平旱地,单季,154848.7469218666,919.4228093649608,596.0542615984564,3.0
2026,7,梯田,单季,154848.7469218666,873.4516688967128,596.0542615984564,3.0
2026,8,山坡地,单季,63567.57701417616,332.92847764493854,428.725069696931,6.75
2026,8,平旱地,单季,63567.57701417616,369.9205307165984,428.725069696931,6.75
2026,8,梯田,单季,63567.57701417616,351.4245041807685,428.725069696931,6.75
2026,9,山坡地,单季,26364.433511124746,530.7578605090989,477.5737536293177,6.0
2026,9,平旱地,单季,26364.433511124746,586.627108983741,477.5737536293177,6.0
2026,9,梯田,单季,26364.433511124746,558.69248474642,477.5737536293177,6.0
2026,10,山坡地,单季,11066.356962914759,438.6388727380338,430.76680599658516,7.5
2026,10,平旱地,单季,11066.356962914759,484.81138565782675,430.76680599658516,7.5
2026,10,梯田,单季,11066.356962914759,461.72512919793024,430.76680599658516,7.5
2026,11,山坡地,单季,1309.9771907779966,91.75371645329349,418.7557730376068,40.0
2026,11,平旱地,单季,1309.9771907779966,100.92908809862284,418.7557730376068,40.0
2026,11,梯田,单季,1309.9771907779966,96.34140227595816,418.7557730376068,40.0
2026,12,山坡地,单季,30541.706006642715,2479.544188553685,1195.0133241986853,1.5
2026,12,平旱地,单季,30541.706006642715,2755.0490983929835,1195.0133241986853,1.5
2026,12,梯田,单季,30541.706006642715,2617.296643473334,1195.0133241986853,1.5
2026,13,山坡地,单季,31349.705362667708,1840.4761571185686,2398.117560953852,3.25
2026,13,平旱地,单季,31349.705362667708,2024.5237728304253,2398.117560953852,3.25
2026,13,梯田,单季,31349.705362667708,1932.4999649744968,2398.117560953852,3.25
2026,14,山坡地,单季,12480.354792152686,347.8659413714905,477.02817969854067,5.5
2026,14,平旱地,单季,12480.354792152686,384.483408884279,477.02817969854067,5.5
2026,14,梯田,单季,12480.354792152686,366.1746751278848,477.02817969854067,5.5
2026,15,山坡地,单季,8721.182037100609,434.7556661578005,416.09522783275463,3.5
2026,15,平旱地,单季,8721.182037100609,480.5194204902005,416.09522783275463,3.5
2026,15,梯田,单季,8721.182037100609,457.6375433240005,416.09522783275463,3.5
2026,16,水浇地,单季,18853.64970660076,459.4141421366082,811.5280978482117,7.0
2026,17,普通大棚,第一季,32633.298273462595,3279.9446808981697,2879.0594196214934,8.741816
2026,17,智慧大棚,第一季,32633.298273462595,3279.9446808981697,2879.0594196214934,8.741816
2026,17,智慧大棚,第二季,0.0,2915.506383020595,3166.9653615836423,10.490179200000002
2026,17,水浇地,第一季,32633.298273462595,2733.287234081808,2399.2161830179116,8.741816
2026,18,普通大棚,第一季,23710.225591759056,2210.157406724037,1434.4194766743417,7.37590725
2026,18,智慧大棚,第一季,23710.225591759056,2210.157406724037,1434.4194766743417,7.37590725
2026,18,智慧大棚,第二季,0.0,2025.9776228303672,1577.8614243417758,8.8510887
2026,18,水浇地,第一季,23710.225591759056,1841.7978389366976,1195.3495638952847,7.37590725
2026,19,普通大棚,第一季,5681.976899089061,3323.4556970688745,2867.0521736954183,7.1027255
2026,19,智慧大棚,第一季,5681.976899089061,3323.4556970688745,2867.0521736954183,7.1027255
2026,19,智慧大棚,第二季,0.0,2954.1828418389996,3153.7573910649603,8.5232706
2026,19,水浇地,第一季,5681.976899089061,2769.546414224062,2389.2101447461823,7.1027255
2026,20,普通大棚,第一季,26237.0122266935,2216.0846326217948,2856.509901901701,4.09772625
2026,20,智慧大棚,第一季,26237.0122266935,2216.0846326217948,2856.509901901701,4.09772625
2026,20,智慧大棚,第二季,0.0,2031.4109132366452,3142.160892091871,4.9172715
2026,20,水浇地,第一季,26237.0122266935,1846.7371938514957,2380.4249182514177,4.09772625
2026,21,普通大棚,第一季,31208.38251372998,2762.64529911654,2858.4516214736013,6.82954375
2026,21,智慧大棚,第一季,31208.38251372998,2762.64529911654,2858.4516214736013,6.82954375
2026,21,智慧大棚,第二季,714.090108365008,2486.380769204886,3144.296783620961,8.1954525
2026,21,水浇地,第一季,31208.38251372998,2210.116239293232,2382.043017894668,6.82954375
2026,22,普通大棚,第一季,37985.77938598046,7309.815124299109,2854.409590181725,6.0099985
2026,22,智慧大棚,第一季,37985.77938598046,7309.815124299109,2854.409590181725,6.0099985
2026,22,智慧大棚,第二季,1899.2889692990227,6578.833611869199,3139.8505491998976,7.2119982
2026,22,水浇地,第一季,37985.77938598046,5847.8520994392875,2378.6746584847715,6.0099985
2026,23,普通大棚,第一季,0.0,3061.8098477721032,3203.2200091406908,6.28318025
2026,23,智慧大棚,第一季,0.0,3061.8098477721032,3203.2200091406908,6.28318025
